source	type	score	phase	gene_id	gene_version	gene_name	gene_source	gene_biotype	location
ensembl_havana	gene	NA	NA	ENSG00000241476	8	SSX2	ensembl_havana	protein_coding	chrX:52696896-52707189:-
havana	gene	NA	NA	ENSG00000223958	1	AC244505.2	havana	processed_pseudogene	chrX:52707602-52709933:+
havana	gene	NA	NA	ENSG00000225397	1	AC244505.3	havana	processed_pseudogene	chrX:52722338-52722524:+
havana	gene	NA	NA	ENSG00000229826	2	AC244505.5	havana	processed_pseudogene	chrX:52735901-52736107:-
ensembl_havana	gene	NA	NA	ENSG00000268447	6	SSX2B	ensembl_havana	protein_coding	chrX:52751132-52790305:+
havana	gene	NA	NA	ENSG00000269281	2	AC244505.7	havana	processed_pseudogene	chrX:52770809-52771080:+
havana	gene	NA	NA	ENSG00000226867	1	AC244505.4	havana	unprocessed_pseudogene	chrX:52781452-52785786:-
ensembl_havana	gene	NA	NA	ENSG00000204363	5	SPANXN5	ensembl_havana	protein_coding	chrX:52796144-52797427:-
havana	gene	NA	NA	ENSG00000229885	1	AC244505.6	havana	processed_pseudogene	chrX:52801400-52801529:-
ensembl_havana	gene	NA	NA	ENSG00000171405	12	XAGE5	ensembl_havana	protein_coding	chrX:52812204-52818301:+
havana	gene	NA	NA	ENSG00000196395	7	AC244505.1	havana	unprocessed_pseudogene	chrX:52824269-52829267:-
havana	gene	NA	NA	ENSG00000224781	1	EIF4A2P4	havana	processed_pseudogene	chrX:52832704-52833899:-
ensembl_havana	gene	NA	NA	ENSG00000171402	15	XAGE3	ensembl_havana	protein_coding	chrX:52862525-52868083:-
ensembl_havana	gene	NA	NA	ENSG00000179304	16	FAM156B	ensembl_havana	protein_coding	chrX:52891306-52908560:+
havana	gene	NA	NA	ENSG00000286118	1	AC234031.1	havana	lncRNA	chrX:52925956-52929574:+
ensembl_havana	gene	NA	NA	ENSG00000268350	7	FAM156A	ensembl_havana	protein_coding	chrX:52926402-52995472:-
ensembl_havana	gene	NA	NA	ENSG00000184194	6	GPR173	ensembl_havana	protein_coding	chrX:53048789-53080615:+
havana	gene	NA	NA	ENSG00000270497	1	BX322635.1	havana	processed_pseudogene	chrX:53065053-53065548:-
ensembl_havana	gene	NA	NA	ENSG00000184205	14	TSPYL2	ensembl_havana	protein_coding	chrX:53082367-53088540:+
havana	gene	NA	NA	ENSG00000234019	1	AL591212.1	havana	lncRNA	chrX:53093710-53094858:-
havana	gene	NA	NA	ENSG00000232593	7	KANTR	havana	protein_coding	chrX:53094145-53170914:+
havana	gene	NA	NA	ENSG00000235224	1	AL591212.2	havana	processed_pseudogene	chrX:53113018-53113274:-
havana	gene	NA	NA	ENSG00000231340	1	ACTG1P10	havana	processed_pseudogene	chrX:53142832-53143913:-
havana	gene	NA	NA	ENSG00000227329	2	AL139396.1	havana	processed_pseudogene	chrX:53164391-53164557:-
ensembl_havana	gene	NA	NA	ENSG00000126012	12	KDM5C	ensembl_havana	protein_coding	chrX:53191321-53225422:-
mirbase	gene	NA	NA	ENSG00000276575	1	MIR6895	mirbase	miRNA	chrX:53195411-53195488:-
mirbase	gene	NA	NA	ENSG00000277474	1	MIR6894	mirbase	miRNA	chrX:53198889-53198945:-
havana	gene	NA	NA	ENSG00000235262	1	KDM5C-IT1	havana	lncRNA	chrX:53212408-53214679:-
ensembl_havana	gene	NA	NA	ENSG00000124313	16	IQSEC2	ensembl_havana	protein_coding	chrX:53225828-53321350:-
havana	gene	NA	NA	ENSG00000226299	2	RPSAP62	havana	processed_pseudogene	chrX:53322990-53323822:+
ensembl	gene	NA	NA	ENSG00000207408	1	AC245102.1	ensembl	misc_RNA	chrX:53324562-53324674:+
havana	gene	NA	NA	ENSG00000236571	1	AC245102.3	havana	processed_pseudogene	chrX:53337783-53337973:-
havana	gene	NA	NA	ENSG00000234413	1	AC245102.2	havana	processed_pseudogene	chrX:53340986-53341505:+
ensembl_havana	gene	NA	NA	ENSG00000072501	18	SMC1A	ensembl_havana	protein_coding	chrX:53374149-53422728:-
mirbase	gene	NA	NA	ENSG00000278204	1	MIR6857	mirbase	miRNA	chrX:53405673-53405765:-
ensembl_havana	gene	NA	NA	ENSG00000158423	17	RIBC1	ensembl_havana	protein_coding	chrX:53422690-53431120:+
ensembl_havana	gene	NA	NA	ENSG00000072506	13	HSD17B10	ensembl_havana	protein_coding	chrX:53431258-53434370:-
havana	gene	NA	NA	ENSG00000233250	1	AC233728.1	havana	lncRNA	chrX:53432722-53433032:-
havana	gene	NA	NA	ENSG00000235416	1	AC233728.2	havana	processed_pseudogene	chrX:53456273-53457029:-
ensembl	gene	NA	NA	ENSG00000199422	1	VTRNA3-1P	ensembl	misc_RNA	chrX:53462209-53462310:+
ensembl_havana	gene	NA	NA	ENSG00000086758	16	HUWE1	ensembl_havana	protein_coding	chrX:53532096-53686728:-
mirbase	gene	NA	NA	ENSG00000271886	1	MIR98	mirbase	miRNA	chrX:53556223-53556341:-
mirbase	gene	NA	NA	ENSG00000208012	1	MIRLET7F2	mirbase	miRNA	chrX:53557192-53557274:-
havana	gene	NA	NA	ENSG00000224735	1	BX323845.1	havana	processed_pseudogene	chrX:53759026-53759204:+
havana	gene	NA	NA	ENSG00000226110	2	BX323845.2	havana	processed_pseudogene	chrX:53768986-53769219:-
havana	gene	NA	NA	ENSG00000229037	2	BX323845.3	havana	processed_pseudogene	chrX:53807776-53808623:+
havana	gene	NA	NA	ENSG00000235916	1	AC233279.1	havana	processed_pseudogene	chrX:53825887-53826309:+
ensembl	gene	NA	NA	ENSG00000201618	1	RNA5SP505	ensembl	rRNA_pseudogene	chrX:53909054-53909161:+
ensembl_havana	gene	NA	NA	ENSG00000172943	20	PHF8	ensembl_havana	protein_coding	chrX:53936676-54048958:-
ensembl_havana	gene	NA	NA	ENSG00000184083	12	FAM120C	ensembl_havana	protein_coding	chrX:54068324-54183281:-
havana	gene	NA	NA	ENSG00000224949	2	AL589872.1	havana	processed_pseudogene	chrX:54147372-54147659:+
ensembl_havana	gene	NA	NA	ENSG00000196632	10	WNK3	ensembl_havana	protein_coding	chrX:54192823-54358642:-
havana	gene	NA	NA	ENSG00000234566	1	RPL7AP71	havana	processed_pseudogene	chrX:54223324-54224062:+
ensembl	gene	NA	NA	ENSG00000207104	1	RNU6-434P	ensembl	snRNA	chrX:54343546-54343652:+
ensembl_havana	gene	NA	NA	ENSG00000158526	8	TSR2	ensembl_havana	protein_coding	chrX:54440404-54448032:+
ensembl_havana	gene	NA	NA	ENSG00000102302	8	FGD1	ensembl_havana	protein_coding	chrX:54445454-54496234:-
ensembl_havana	gene	NA	NA	ENSG00000130119	17	GNL3L	ensembl_havana	protein_coding	chrX:54530183-54621521:+
havana	gene	NA	NA	ENSG00000215197	4	PGAM4P1	havana	processed_pseudogene	chrX:54671985-54672638:+
ensembl_havana	gene	NA	NA	ENSG00000102313	9	ITIH6	ensembl_havana	protein_coding	chrX:54748918-54798255:-
ensembl_havana	gene	NA	NA	ENSG00000102316	17	MAGED2	ensembl_havana	protein_coding	chrX:54807599-54816015:+
ensembl	gene	NA	NA	ENSG00000221716	1	SNORA11	ensembl	snoRNA	chrX:54814370-54814497:+
havana	gene	NA	NA	ENSG00000275387	1	AL049732.1	havana	unprocessed_pseudogene	chrX:54842014-54842134:+
ensembl_havana	gene	NA	NA	ENSG00000067445	21	TRO	ensembl_havana	protein_coding	chrX:54920462-54931431:+
ensembl	gene	NA	NA	ENSG00000221750	1	SNORA11G	ensembl	snoRNA	chrX:54927305-54927433:+
ensembl_havana	gene	NA	NA	ENSG00000158571	11	PFKFB1	ensembl_havana	protein_coding	chrX:54932961-54998534:-
ensembl_havana	gene	NA	NA	ENSG00000169188	5	APEX2	ensembl_havana	protein_coding	chrX:55000363-55009057:+
ensembl_havana	gene	NA	NA	ENSG00000158578	21	ALAS2	ensembl_havana	protein_coding	chrX:55009055-55030977:-
havana	gene	NA	NA	ENSG00000278283	1	AL020991.1	havana	unprocessed_pseudogene	chrX:55044749-55045121:-
havana	gene	NA	NA	ENSG00000234466	1	AL590240.2	havana	processed_pseudogene	chrX:55054945-55055838:-
ensembl_havana	gene	NA	NA	ENSG00000238269	9	PAGE2B	ensembl_havana	protein_coding	chrX:55075030-55078909:+
ensembl_havana	gene	NA	NA	ENSG00000234068	7	PAGE2	ensembl_havana	protein_coding	chrX:55089018-55092842:+
havana	gene	NA	NA	ENSG00000278319	1	AL590240.4	havana	unprocessed_pseudogene	chrX:55101637-55102026:-
havana	gene	NA	NA	ENSG00000276929	1	AL590240.3	havana	unprocessed_pseudogene	chrX:55137930-55142433:+
ensembl_havana	gene	NA	NA	ENSG00000182518	13	FAM104B	ensembl_havana	protein_coding	chrX:55143102-55161310:-
havana	gene	NA	NA	ENSG00000186678	7	AL590240.1	havana	unprocessed_pseudogene	chrX:55172717-55176026:+
havana	gene	NA	NA	ENSG00000229760	1	MTCO1P52	havana	processed_pseudogene	chrX:55178207-55178737:-
havana	gene	NA	NA	ENSG00000231947	1	MTND2P24	havana	processed_pseudogene	chrX:55179194-55179999:-
havana	gene	NA	NA	ENSG00000238047	1	MTND1P30	havana	processed_pseudogene	chrX:55180377-55181277:-
ensembl_havana	gene	NA	NA	ENSG00000256045	3	MTRNR2L10	ensembl_havana	protein_coding	chrX:55181392-55182442:-
ensembl_havana	gene	NA	NA	ENSG00000158639	12	PAGE5	ensembl_havana	protein_coding	chrX:55220355-55224108:+
ensembl_havana	gene	NA	NA	ENSG00000204279	7	PAGE3	ensembl_havana	protein_coding	chrX:55258412-55264846:-
havana	gene	NA	NA	ENSG00000232765	6	AL158819.1	havana	transcribed_unprocessed_pseudogene	chrX:55279839-55288785:+
mirbase	gene	NA	NA	ENSG00000266328	3	MIR4536-2	mirbase	miRNA	chrX:55451495-55451582:+
mirbase	gene	NA	NA	ENSG00000283334	1	MIR4536-1	mirbase	miRNA	chrX:55451495-55451582:-
ensembl_havana	gene	NA	NA	ENSG00000187601	5	MAGEH1	ensembl_havana	protein_coding	chrX:55452127-55453566:+
ensembl_havana	gene	NA	NA	ENSG00000247746	4	USP51	ensembl_havana	protein_coding	chrX:55484616-55489202:-
havana	gene	NA	NA	ENSG00000277516	1	AL590410.1	havana	unprocessed_pseudogene	chrX:55520382-55520714:-
ensembl	gene	NA	NA	ENSG00000200635	1	AL627224.1	ensembl	misc_RNA	chrX:55582733-55582834:+
havana	gene	NA	NA	ENSG00000235136	1	AL627224.2	havana	processed_pseudogene	chrX:55599663-55600106:-
ensembl_havana	gene	NA	NA	ENSG00000189299	7	FOXR2	ensembl_havana	protein_coding	chrX:55623400-55626192:+
havana	gene	NA	NA	ENSG00000229594	1	AL159987.2	havana	unprocessed_pseudogene	chrX:55633031-55635656:-
havana	gene	NA	NA	ENSG00000169164	7	AL159987.1	havana	transcribed_unprocessed_pseudogene	chrX:55654709-55657014:-
ensembl_havana	gene	NA	NA	ENSG00000083750	12	RRAGB	ensembl_havana	protein_coding	chrX:55717739-55758774:+
havana	gene	NA	NA	ENSG00000227486	2	AL050309.1	havana	lncRNA	chrX:55908123-56209271:+
havana	gene	NA	NA	ENSG00000214745	2	AL391419.1	havana	processed_pseudogene	chrX:55961208-55962482:+
ensembl_havana	gene	NA	NA	ENSG00000102349	18	KLF8	ensembl_havana	protein_coding	chrX:56232356-56291531:+
havana	gene	NA	NA	ENSG00000234135	2	RPL23AP83	havana	processed_pseudogene	chrX:56242937-56243409:-
ensembl_havana	gene	NA	NA	ENSG00000188021	8	UBQLN2	ensembl_havana	protein_coding	chrX:56563639-56567868:+
havana	gene	NA	NA	ENSG00000230105	1	AL354793.1	havana	lncRNA	chrX:56618391-56624458:+
ensembl_havana	gene	NA	NA	ENSG00000204272	13	NBDY	ensembl_havana	protein_coding	chrX:56729241-56819179:+
havana	gene	NA	NA	ENSG00000237748	1	UQCRBP1	havana	processed_pseudogene	chrX:56737242-56737577:-
ensembl_havana	gene	NA	NA	ENSG00000204271	13	SPIN3	ensembl_havana	protein_coding	chrX:56818298-56995827:-
havana	gene	NA	NA	ENSG00000224799	1	AL139397.1	havana	lncRNA	chrX:56973510-56974796:+
havana	gene	NA	NA	ENSG00000237708	1	AL139397.2	havana	processed_pseudogene	chrX:57068914-57069685:-
ensembl_havana	gene	NA	NA	ENSG00000186787	8	SPIN2B	ensembl_havana	protein_coding	chrX:57118551-57121546:-
havana	gene	NA	NA	ENSG00000226310	1	AL022157.1	havana	lncRNA	chrX:57121662-57127243:+
ensembl_havana	gene	NA	NA	ENSG00000147059	8	SPIN2A	ensembl_havana	protein_coding	chrX:57134530-57137625:-
havana_tagene	gene	NA	NA	ENSG00000286977	1	Z83745.1	havana_tagene	lncRNA	chrX:57222706-57224791:+
havana	gene	NA	NA	ENSG00000231765	1	PPP1R11P2	havana	processed_pseudogene	chrX:57229034-57229415:+
ensembl_havana	gene	NA	NA	ENSG00000165591	6	FAAH2	ensembl_havana	protein_coding	chrX:57286706-57489196:+
havana	gene	NA	NA	ENSG00000231831	1	MTHFD1P1	havana	processed_pseudogene	chrX:57392646-57395409:-
ensembl_havana	gene	NA	NA	ENSG00000198455	4	ZXDB	ensembl_havana	protein_coding	chrX:57591652-57597545:+
havana	gene	NA	NA	ENSG00000215174	2	NLRP2B	havana	protein_coding	chrX:57677067-57680260:-
havana	gene	NA	NA	ENSG00000227427	1	Z93019.1	havana	processed_pseudogene	chrX:57766320-57767292:+
ensembl_havana	gene	NA	NA	ENSG00000198205	6	ZXDA	ensembl_havana	protein_coding	chrX:57906708-57910820:-
havana	gene	NA	NA	ENSG00000228004	1	MYCLP2	havana	processed_pseudogene	chrX:57933837-57934803:-
havana	gene	NA	NA	ENSG00000235124	1	KRT8P17	havana	processed_pseudogene	chrX:57984686-57986133:+
havana	gene	NA	NA	ENSG00000236852	1	BX322784.1	havana	processed_pseudogene	chrX:62779250-62780326:+
havana	gene	NA	NA	ENSG00000235170	1	MTND1P31	havana	processed_pseudogene	chrX:62842542-62843502:+
havana	gene	NA	NA	ENSG00000228182	1	MTND2P25	havana	processed_pseudogene	chrX:62843697-62844306:+
havana	gene	NA	NA	ENSG00000234570	1	ZFRP1	havana	processed_pseudogene	chrX:62878811-62884842:-
havana	gene	NA	NA	ENSG00000277499	1	AL359854.1	havana	processed_pseudogene	chrX:63087071-63088664:+
havana	gene	NA	NA	ENSG00000235437	8	LINC01278	havana	lncRNA	chrX:63222993-63561095:-
havana	gene	NA	NA	ENSG00000230823	3	CBX1P1	havana	processed_pseudogene	chrX:63299247-63299673:-
ensembl_havana	gene	NA	NA	ENSG00000186767	7	SPIN4	ensembl_havana	protein_coding	chrX:63347228-63351332:-
havana	gene	NA	NA	ENSG00000233661	1	SPIN4-AS1	havana	lncRNA	chrX:63349646-63352178:+
ensembl_havana	gene	NA	NA	ENSG00000131089	17	ARHGEF9	ensembl_havana	protein_coding	chrX:63634967-63809274:-
havana	gene	NA	NA	ENSG00000231729	1	ARHGEF9-IT1	havana	lncRNA	chrX:63670196-63671502:-
havana	gene	NA	NA	ENSG00000236813	1	BTF3P8	havana	processed_pseudogene	chrX:63766875-63767400:+
mirbase	gene	NA	NA	ENSG00000222532	1	MIR1468	mirbase	miRNA	chrX:63786002-63786087:-
havana	gene	NA	NA	ENSG00000232794	1	HNRNPDP1	havana	processed_pseudogene	chrX:64044305-64045058:+
havana	gene	NA	NA	ENSG00000226010	1	AL355852.1	havana	processed_pseudogene	chrX:64144872-64147052:-
ensembl_havana	gene	NA	NA	ENSG00000184675	11	AMER1	ensembl_havana	protein_coding	chrX:64185117-64205708:-
havana	gene	NA	NA	ENSG00000287370	1	AL356317.2	havana	lncRNA	chrX:64205974-64233855:+
ensembl	gene	NA	NA	ENSG00000244006	3	RN7SL799P	ensembl	misc_RNA	chrX:64210691-64210988:+
ensembl_havana	gene	NA	NA	ENSG00000198881	10	ASB12	ensembl_havana	protein_coding	chrX:64224194-64230607:-
ensembl_havana	gene	NA	NA	ENSG00000102043	16	MTMR8	ensembl_havana	protein_coding	chrX:64268081-64395452:-
havana	gene	NA	NA	ENSG00000213754	2	AL356317.1	havana	processed_pseudogene	chrX:64305047-64306733:-
havana	gene	NA	NA	ENSG00000283349	3	PFN5P	havana	transcribed_unitary_pseudogene	chrX:64405473-64406136:+
havana	gene	NA	NA	ENSG00000230889	2	SHC1P1	havana	processed_pseudogene	chrX:64432401-64434145:+
havana	gene	NA	NA	ENSG00000227261	1	YWHAZP7	havana	processed_pseudogene	chrX:64612632-64613262:-
havana	gene	NA	NA	ENSG00000226502	2	KRT8P27	havana	processed_pseudogene	chrX:64623117-64624573:+
havana	gene	NA	NA	ENSG00000225814	1	GRPEL2P2	havana	processed_pseudogene	chrX:64697878-64698547:-
havana	gene	NA	NA	ENSG00000236982	1	BLOC1S2P1	havana	processed_pseudogene	chrX:64726748-64727048:-
ensembl_havana	gene	NA	NA	ENSG00000126970	16	ZC4H2	ensembl_havana	protein_coding	chrX:64915802-65034713:-
havana	gene	NA	NA	ENSG00000237971	1	AL445523.1	havana	processed_pseudogene	chrX:65185018-65187265:-
havana	gene	NA	NA	ENSG00000225569	1	CCT4P2	havana	processed_pseudogene	chrX:65270913-65273019:+
havana	gene	NA	NA	ENSG00000231857	1	MORF4L1P5	havana	processed_pseudogene	chrX:65327988-65331233:-
havana	gene	NA	NA	ENSG00000237963	1	AL441964.1	havana	processed_pseudogene	chrX:65356890-65357547:-
ensembl_havana	gene	NA	NA	ENSG00000102053	12	ZC3H12B	ensembl_havana	protein_coding	chrX:65366638-65507887:+
havana	gene	NA	NA	ENSG00000228158	2	TLE1P1	havana	processed_pseudogene	chrX:65408084-65408672:+
havana	gene	NA	NA	ENSG00000227534	1	Z83841.1	havana	processed_pseudogene	chrX:65469087-65470380:+
ensembl_havana	gene	NA	NA	ENSG00000001497	16	LAS1L	ensembl_havana	protein_coding	chrX:65512582-65534775:-
havana	gene	NA	NA	ENSG00000227942	1	FRMD8P1	havana	processed_pseudogene	chrX:65550898-65552421:-
ensembl_havana	gene	NA	NA	ENSG00000147065	17	MSN	ensembl_havana	protein_coding	chrX:65588377-65741931:+
havana	gene	NA	NA	ENSG00000231809	4	NANOGP9	havana	processed_pseudogene	chrX:65772741-65773632:-
havana	gene	NA	NA	ENSG00000276689	1	AL450487.1	havana	processed_pseudogene	chrX:65786763-65787169:+
havana	gene	NA	NA	ENSG00000233833	1	ETF1P3	havana	processed_pseudogene	chrX:65794345-65795835:+
havana	gene	NA	NA	ENSG00000230039	1	CCNYL5	havana	processed_pseudogene	chrX:65821255-65822249:-
havana	gene	NA	NA	ENSG00000237311	3	AL034397.2	havana	lncRNA	chrX:65925836-66001436:+
havana	gene	NA	NA	ENSG00000217835	3	AL034397.1	havana	processed_pseudogene	chrX:65956289-65957196:-
havana	gene	NA	NA	ENSG00000274536	7	MIR223HG	havana	lncRNA	chrX:66015461-66020422:+
mirbase	gene	NA	NA	ENSG00000284567	1	MIR223	mirbase	miRNA	chrX:66018870-66018979:+
ensembl_havana	gene	NA	NA	ENSG00000155659	15	VSIG4	ensembl_havana	protein_coding	chrX:66021738-66040125:-
havana	gene	NA	NA	ENSG00000215168	2	AL139276.1	havana	processed_pseudogene	chrX:66055587-66056587:-
havana	gene	NA	NA	ENSG00000237294	1	EIF4BP9	havana	processed_pseudogene	chrX:66074835-66076347:-
ensembl_havana	gene	NA	NA	ENSG00000089472	16	HEPH	ensembl_havana	protein_coding	chrX:66162549-66268867:+
havana	gene	NA	NA	ENSG00000231356	1	AL157698.1	havana	processed_pseudogene	chrX:66360766-66361776:-
havana	gene	NA	NA	ENSG00000226820	2	AL592049.1	havana	unprocessed_pseudogene	chrX:66437345-66440668:+
havana	gene	NA	NA	ENSG00000235892	1	PKMP2	havana	processed_pseudogene	chrX:66497748-66499424:+
ensembl_havana	gene	NA	NA	ENSG00000131080	15	EDA2R	ensembl_havana	protein_coding	chrX:66595637-66639298:-
ensembl	gene	NA	NA	ENSG00000222667	1	RNU6-394P	ensembl	snRNA	chrX:66676258-66676364:-
havana	gene	NA	NA	ENSG00000226280	2	AL049641.1	havana	processed_pseudogene	chrX:67373573-67375520:+
havana	gene	NA	NA	ENSG00000233710	1	AL049564.1	havana	processed_pseudogene	chrX:67533163-67533987:+
ensembl_havana	gene	NA	NA	ENSG00000169083	17	AR	ensembl_havana	protein_coding	chrX:67544021-67730619:+
havana	gene	NA	NA	ENSG00000234201	1	BMI1P1	havana	processed_pseudogene	chrX:67791955-67792895:-
havana	gene	NA	NA	ENSG00000260118	1	AL157700.1	havana	lncRNA	chrX:68013470-68014901:-
ensembl_havana	gene	NA	NA	ENSG00000079482	13	OPHN1	ensembl_havana	protein_coding	chrX:68042344-68433913:-
havana	gene	NA	NA	ENSG00000228328	2	AL158201.1	havana	processed_pseudogene	chrX:68070520-68071767:-
ensembl	gene	NA	NA	ENSG00000252145	1	RNU6-1225P	ensembl	snRNA	chrX:68102068-68102132:-
havana	gene	NA	NA	ENSG00000228125	2	AKIRIN1P2	havana	processed_pseudogene	chrX:68132868-68133437:+
ensembl	gene	NA	NA	ENSG00000206646	1	AL672138.1	ensembl	misc_RNA	chrX:68361075-68361187:+
havana	gene	NA	NA	ENSG00000225925	1	AL672138.2	havana	processed_pseudogene	chrX:68474710-68476874:+
ensembl_havana	gene	NA	NA	ENSG00000181704	12	YIPF6	ensembl_havana	protein_coding	chrX:68498562-68537282:+
ensembl	gene	NA	NA	ENSG00000206747	1	RNU6-245P	ensembl	snRNA	chrX:68539443-68539549:-
havana	gene	NA	NA	ENSG00000236735	3	RPL31P63	havana	processed_pseudogene	chrX:68600099-68600473:+
havana	gene	NA	NA	ENSG00000234463	1	COX6CP12	havana	processed_pseudogene	chrX:68645326-68645527:-
ensembl_havana	gene	NA	NA	ENSG00000130052	13	STARD8	ensembl_havana	protein_coding	chrX:68647666-68725842:+
havana	gene	NA	NA	ENSG00000232267	1	ACTR3P2	havana	processed_pseudogene	chrX:68771322-68772578:+
havana	gene	NA	NA	ENSG00000213740	2	SERBP1P1	havana	processed_pseudogene	chrX:68783472-68785066:+
ensembl_havana	gene	NA	NA	ENSG00000090776	6	EFNB1	ensembl_havana	protein_coding	chrX:68829021-68842160:+
ensembl_havana	gene	NA	NA	ENSG00000181191	11	PJA1	ensembl_havana	protein_coding	chrX:69160851-69165793:-
havana	gene	NA	NA	ENSG00000172186	7	HMGN1P35	havana	processed_pseudogene	chrX:69174124-69174717:+
havana	gene	NA	NA	ENSG00000215162	2	LINC00269	havana	lncRNA	chrX:69179557-69209924:+
havana	gene	NA	NA	ENSG00000231706	2	CYCSP43	havana	processed_pseudogene	chrX:69485343-69485652:-
ensembl_havana	gene	NA	NA	ENSG00000130054	5	FAM155B	ensembl_havana	protein_coding	chrX:69504326-69532508:+
havana	gene	NA	NA	ENSG00000228160	2	AL158069.1	havana	lncRNA	chrX:69569635-69576337:-
ensembl_havana	gene	NA	NA	ENSG00000158813	18	EDA	ensembl_havana	protein_coding	chrX:69616067-70039472:+
ensembl	gene	NA	NA	ENSG00000285776	1	AL158069.2	ensembl	rRNA_pseudogene	chrX:69672479-69672597:+
ensembl	gene	NA	NA	ENSG00000272351	1	RNA5SP506	ensembl	rRNA	chrX:69672479-69672597:+
ensembl	gene	NA	NA	ENSG00000212434	2	AC002416.1	ensembl	snoRNA	chrX:69692956-69693155:+
havana	gene	NA	NA	ENSG00000233229	1	CNOT7P1	havana	processed_pseudogene	chrX:69937166-69938017:-
mirbase	gene	NA	NA	ENSG00000211991	4	MIR676	mirbase	miRNA	chrX:70022857-70022923:+
havana	gene	NA	NA	ENSG00000286077	1	AL158141.1	havana	lncRNA	chrX:70037840-70039325:-
ensembl_havana	gene	NA	NA	ENSG00000147160	9	AWAT2	ensembl_havana	protein_coding	chrX:70040542-70049938:-
ensembl_havana	gene	NA	NA	ENSG00000189401	3	OTUD6A	ensembl_havana	protein_coding	chrX:70062457-70064179:+
havana	gene	NA	NA	ENSG00000226579	1	MTCYBP31	havana	processed_pseudogene	chrX:70120353-70121474:-
havana	gene	NA	NA	ENSG00000235382	1	MTND4P31	havana	processed_pseudogene	chrX:70124972-70129071:-
ensembl_havana	gene	NA	NA	ENSG00000089289	16	IGBP1	ensembl_havana	protein_coding	chrX:70133447-70166324:+
havana	gene	NA	NA	ENSG00000220925	2	IGBP1-AS2	havana	lncRNA	chrX:70148582-70149654:-
havana	gene	NA	NA	ENSG00000203588	3	IGBP1-AS1	havana	lncRNA	chrX:70163842-70165206:-
ensembl_havana	gene	NA	NA	ENSG00000184210	6	DGAT2L6	ensembl_havana	protein_coding	chrX:70177483-70205704:+
ensembl	gene	NA	NA	ENSG00000242657	3	RN7SL581P	ensembl	misc_RNA	chrX:70222006-70222314:-
ensembl_havana	gene	NA	NA	ENSG00000204195	4	AWAT1	ensembl_havana	protein_coding	chrX:70234655-70240659:+
ensembl	gene	NA	NA	ENSG00000200473	1	RNA5SP507	ensembl	rRNA_pseudogene	chrX:70253042-70253162:+
ensembl_havana	gene	NA	NA	ENSG00000186912	6	P2RY4	ensembl_havana	protein_coding	chrX:70258170-70259764:-
ensembl_havana	gene	NA	NA	ENSG00000120500	18	ARR3	ensembl_havana	protein_coding	chrX:70268305-70281840:+
ensembl_havana	gene	NA	NA	ENSG00000147127	8	RAB41	ensembl_havana	protein_coding	chrX:70282093-70285002:+
ensembl_havana	gene	NA	NA	ENSG00000120509	10	PDZD11	ensembl_havana	protein_coding	chrX:70286595-70290514:-
ensembl_havana	gene	NA	NA	ENSG00000090889	12	KIF4A	ensembl_havana	protein_coding	chrX:70290104-70420886:+
havana	gene	NA	NA	ENSG00000231053	1	AL357752.1	havana	processed_pseudogene	chrX:70361486-70362374:-
ensembl	gene	NA	NA	ENSG00000201377	1	RNY4P23	ensembl	misc_RNA	chrX:70396279-70396375:+
ensembl_havana	gene	NA	NA	ENSG00000130055	13	GDPD2	ensembl_havana	protein_coding	chrX:70423031-70433390:+
havana	gene	NA	NA	ENSG00000284391	1	AL139398.1	havana	lncRNA	chrX:70427450-70435350:-
ensembl_havana	gene	NA	NA	ENSG00000082458	12	DLG3	ensembl_havana	protein_coding	chrX:70444835-70505490:+
ensembl	gene	NA	NA	ENSG00000200431	1	RNU4-81P	ensembl	snRNA	chrX:70450879-70451022:+
havana	gene	NA	NA	ENSG00000231651	1	DLG3-AS1	havana	lncRNA	chrX:70452958-70455994:-
ensembl_havana	gene	NA	NA	ENSG00000120498	13	TEX11	ensembl_havana	protein_coding	chrX:70528940-70908731:-
havana	gene	NA	NA	ENSG00000230187	1	AL139109.1	havana	processed_pseudogene	chrX:70672895-70673515:-
ensembl	gene	NA	NA	ENSG00000277492	1	AL627390.2	ensembl	snoRNA	chrX:70846079-70846295:-
ensembl	gene	NA	NA	ENSG00000280704	1	SNORD3E	ensembl	snoRNA	chrX:70846080-70846295:-
havana	gene	NA	NA	ENSG00000213747	2	AL627390.1	havana	processed_pseudogene	chrX:70857163-70857502:+
ensembl_havana	gene	NA	NA	ENSG00000165349	12	SLC7A3	ensembl_havana	protein_coding	chrX:70925579-70931125:-
havana	gene	NA	NA	ENSG00000230629	2	RPS23P8	havana	processed_pseudogene	chrX:70962964-70963293:+
havana	gene	NA	NA	ENSG00000229324	1	NUTF2P7	havana	processed_pseudogene	chrX:71016531-71016905:-
ensembl	gene	NA	NA	ENSG00000212605	1	RNU1-56P	ensembl	snRNA	chrX:71020275-71020438:-
havana	gene	NA	NA	ENSG00000227536	1	SOCS5P4	havana	processed_pseudogene	chrX:71043214-71045470:-
ensembl_havana	gene	NA	NA	ENSG00000147164	12	SNX12	ensembl_havana	protein_coding	chrX:71056332-71073426:-
ensembl_havana	gene	NA	NA	ENSG00000184481	17	FOXO4	ensembl_havana	protein_coding	chrX:71095851-71103532:+
