PeakID (cmd=annotatePeaks.pl /home/abykov/neuroblastoma/temp_results/BEDs/CLB_SKN_M_chr.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
*-29	chr2	201627948	201656951	+	0	NA	intron (NM_001044385, intron 1 of 11)	CpG	221	NM_152388	65062		NM_152388	ENSG00000155755	TMEM237	ALS2CR4|JBTS14	transmembrane protein 237	protein-coding
*-31	chr2	216443448	216512801	+	0	NA	intron (NM_014140, intron 16 of 17)	intron (NM_014140, intron 16 of 17)	-20720	NM_000998	6168		NM_000998	ENSG00000197756	RPL37A	L37A|eL43	ribosomal protein L37a	protein-coding
*-67	chr4	169200698	169268097	+	0	NA	intron (NM_020870, intron 2 of 11)	intron (NM_020870, intron 2 of 11)	36559	NM_020870	57630		NM_020870	ENSG00000154447	SH3RF1	POSH|RNF142|SH3MD2	SH3 domain containing ring finger 1	protein-coding
*-320	chr9	125509298	125559351	+	0	NA	intron (NM_001006618, intron 7 of 7)	intron (NM_001006618, intron 7 of 7)	172884	NM_001006618	79109		NM_024117	ENSG00000119487	MAPKAP1	JC310|MIP1|SIN1|SIN1b|SIN1g	MAPK associated protein 1	protein-coding
*-195	chr17	64525148	64684501	+	0	NA	intron (NM_022739, intron 2 of 18)	AluSg|SINE|Alu	57483	NM_022739	64750		NM_022739	ENSG00000108854	SMURF2	-	SMAD specific E3 ubiquitin protein ligase 2	protein-coding
*-443	chr22	24282698	24339106	+	0	NA	intron (NM_001254732, intron 2 of 14)	L1MC4a|LINE|L1	-31206	NM_001254733	23384		NM_015330	ENSG00000100014	SPECC1L	CYTSA|GBBB2|OBLFC1|TBHS|TBHS1	sperm antigen with calponin homology and coiled-coil domains 1 like	protein-coding
*-341	chr6	129625998	129718001	+	0	NA	intron (NM_033515, intron 1 of 14)	MIRc|SINE|MIR	38178	NM_033515	93663		NM_033515	ENSG00000146376	ARHGAP18	MacGAP|SENEX|bA307O14.2	Rho GTPase activating protein 18	protein-coding
*-269	chr1	150560048	150583051	+	0	NA	intron (NR_104133, intron 2 of 3)	intron (NR_104133, intron 2 of 3)	3003	NR_104133	574406		NM_001025493	ENSG00000143384	ADAMTSL4-AS1	C1orf138	ADAMTSL4 antisense RNA 1	ncRNA
*-409	chr15	67068855	67203651	+	0	NA	intron (NM_001145102, intron 1 of 8)	intron (NM_001145102, intron 1 of 8)	-1768	NM_001145103	4088		NM_005902	ENSG00000166949	SMAD3	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3|hMAD-3|hSMAD3|mad3	SMAD family member 3	protein-coding
*-362	chr5	122140948	122184251	+	0	NA	intron (NM_001195535, intron 1 of 2)	intron (NM_001195535, intron 1 of 2)	2423	NM_001195535	100505841		NM_001195535	ENSG00000250803	ZNF475	-	zinc finger protein 475	protein-coding
*-278	chr1	172883998	172970651	+	0	NA	Intergenic	Charlie2a|DNA|hAT-Charlie	123617	NM_005092	8995		NM_005092	ENSG00000120337	TNFSF18	AITRL|GITRL|TL6|TNLG2A|hGITRL	TNF superfamily member 18	protein-coding
*-267	chr1	97996898	98068751	+	0	NA	intron (NR_046105, intron 3 of 4)	intron (NR_046105, intron 3 of 4)	12527	NR_039604	100616452		NR_039604	ENSG00000284247	MIR2682	mir-2682	microRNA 2682	ncRNA
*-407	chr15	62737148	62817201	+	0	NA	intron (NM_015059, intron 40 of 55)	MIR|SINE|MIR	-46783	NR_029709	406965		NR_029709	ENSG00000211137	MIR190A	MIR190|MIRN190|hsa-mir-190a|miR-190|mir-190a	microRNA 190a	ncRNA
*-99	chr3	48011698	48086278	+	0	NA	intron (NM_001384893, intron 1 of 15)	L1MD2|LINE|L1	-32572	NM_001385675	4134		NM_002375	ENSG00000047849	MAP4	-	microtubule associated protein 4	protein-coding
*-219	chr12	106027998	106148601	+	0	NA	intron (NM_014840, intron 2 of 6)	intron (NM_014840, intron 2 of 6)	51734	NM_014840	9891		NM_014840	ENSG00000074590	NUAK1	ARK5	NUAK family kinase 1	protein-coding
*-399	chr15	33058348	33165451	+	0	NA	intron (NM_001277313, intron 4 of 20)	L1MB7|LINE|L1	-43725	NM_001103184	342184		NM_198500	ENSG00000248905	FMN1	FMN|LD	formin 1	protein-coding
*-312	chr9	77922348	78036001	+	0	NA	intron (NM_002072, intron 1 of 6)	AluSq2|SINE|Alu	52637	NM_002072	2776		NM_002072	ENSG00000156052	GNAQ	CMAL|CMC1|G-ALPHA-q|GAQ|SWS	G protein subunit alpha q	protein-coding
*-292	chr1	223698248	223795801	+	0	NA	exon (NM_001146068, exon 5 of 21)	exon (NM_001146068, exon 5 of 21)	34485	NM_001748	824		NM_001748	ENSG00000162909	CAPN2	CANP2|CANPL2|CANPml|mCANP	calpain 2	protein-coding
*-397	chr19	38650625	38735201	+	0	NA	intron (NM_004924, intron 1 of 20)	intron (NM_004924, intron 1 of 20)	45264	NM_004924	81		NM_004924	ENSG00000130402	ACTN4	ACTININ-4|FSGS|FSGS1	actinin alpha 4	protein-coding
*-65	chr4	153212198	153262151	+	0	NA	intron (NM_001375512, intron 2 of 12)	intron (NM_001375512, intron 2 of 12)	-20185	NM_001302694	23321		NM_015271	ENSG00000109654	TRIM2	CMT2R|RNF86	tripartite motif containing 2	protein-coding
*-217	chr12	104279848	104337401	+	0	NA	intron (NM_001261446, intron 2 of 13)	Charlie1b|DNA|hAT-Charlie	4885	NM_001008394	493861		NM_001008394	ENSG00000255150	EID3	NS4EB|NSE4B|NSMCE4B	EP300 interacting inhibitor of differentiation 3	protein-coding
*-336	chr6	56795348	56840664	+	0	NA	intron (NM_001144770, intron 2 of 94)	MLT1D|LTR|ERVL-MaLR	25641	NM_001374729	667		NM_001723	ENSG00000151914	DST	BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBS3|EBSB2|HSAN6|MACF2	dystonin	protein-coding
*-334	chr6	52497148	52574063	+	0	NA	intron (NM_012288, intron 2 of 10)	AluSg|SINE|Alu	41455	NM_012288	9697		NM_012288	ENSG00000065308	TRAM2	-	translocation associated membrane protein 2	protein-coding
*-455	chr18	9105628	9148201	+	0	NA	intron (NM_021074, intron 7 of 7)	intron (NM_021074, intron 7 of 7)	9806	NR_110772	101927275		NR_110771	ENSG00000266053	NDUFV2-AS1	-	NDUFV2 antisense RNA 1	ncRNA
*-386	chr14	52823798	52955801	+	0	NA	intron (NM_001134999, intron 4 of 15)	Tigger3a|DNA|TcMar-Tigger	61251	NM_001135000	10979		NM_006832	ENSG00000073712	FERMT2	KIND2|MIG2|PLEKHC1|UNC112|UNC112B|mig-2	FERM domain containing kindlin 2	protein-coding
*-384	chr14	51506648	51556701	+	0	NA	intron (NM_001042481, intron 1 of 14)	MER63C|DNA|hAT-Blackjack	42546	NM_001042481	122786		NM_152330	ENSG00000139926	FRMD6	C14orf31|EX1|Willin|c14_5320	FERM domain containing 6	protein-coding
*-426	chr20	49672298	49710301	+	0	NA	intron (NM_004776, intron 1 of 8)	AluJr|SINE|Alu	22579	NM_004776	9334		NM_004776	ENSG00000158470	B4GALT5	B4Gal-T5|BETA4-GALT-IV|beta4Gal-T5|beta4GalT-V|gt-V	beta-1,4-galactosyltransferase 5	protein-coding
*-424	chr20	47230798	47279151	+	0	NA	intron (NM_001281781, intron 11 of 20)	AluSz|SINE|Alu	-63528	NR_024594	100131496		NR_024594	ENSG00000267882	LOC100131496	-	uncharacterized LOC100131496	ncRNA
*-47	chr4	76943148	77072971	+	0	NA	intron (NM_018243, intron 3 of 9)	intron (NM_018243, intron 3 of 9)	58307	NM_001306147	55752		NM_018243	ENSG00000138758	SEPTIN11	SEPT11|Septin-11	septin 11	protein-coding
*-452	chr21	29148557	29233751	+	0	NA	Intergenic	Intergenic	-2340	NR_027072	193629		NM_138968	ENSG00000215533	LINC00189	C21orf109|NCRNA00189	long intergenic non-protein coding RNA 189	ncRNA
*-365	chr5	137451398	137493851	+	0	NA	intron (NM_004598, intron 2 of 10)	L1ME4b|LINE|L1	26702	NM_004598	6695		NM_004598	ENSG00000152377	SPOCK1	SPOCK|TESTICAN|TIC1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	protein-coding
*-158	chr11	33043013	33086001	+	0	NA	intron (NM_001145541, intron 7 of 9)	intron (NM_001145541, intron 7 of 9)	-11643	NR_015451	283267		NR_015451	ENSG00000280798	LINC00294	NCRNA00294	long intergenic non-protein coding RNA 294	ncRNA
*-59	chr4	119476698	119537251	+	0	NA	intron (NM_001083, intron 16 of 20)	intron (NM_001083, intron 16 of 20)	52191	NR_037630	645513		NR_037630		SEPTIN7P14	-	septin 7 pseudogene 14	pseudo
*-295	chr1	235900698	235929701	+	0	NA	Intergenic	AluSz|SINE|Alu	-31486	NR_102436	1130		NM_000081	ENSG00000143669	LYST	CHS|CHS1|Mauve	lysosomal trafficking regulator	protein-coding
*-315	chr9	110007398	110193301	+	0	NA	intron (NM_001198656, intron 1 of 4)	intron (NM_001198656, intron 1 of 4)	-25152	NM_001136562	445815		NM_007203	ENSG00000157654	PALM2AKAP2	AKAP-2|AKAP-KL|AKAP2|AKAPKL|MISP2|PALM2|PALM2-AKAP2|PRKA2	PALM2 and AKAP2 fusion	protein-coding
*-444	chr22	31207298	31254601	+	0	NA	intron (NM_005569, intron 2 of 15)	MIR|SINE|MIR	-17435	NM_016733	3985		NM_005569	ENSG00000182541	LIMK2	-	LIM domain kinase 2	protein-coding
*-446	chr22	36295898	36399251	+	0	NA	intron (NM_002473, intron 2 of 40)	AluJr|SINE|Alu	40393	NM_002473	4627		NM_002473	ENSG00000100345	MYH9	BDPLT6|DFNA17|EPSTS|FTNS|MATINS|MHA|NMHC-II-A|NMMHC-IIA|NMMHCA	myosin heavy chain 9	protein-coding
*-19	chr2	160204398	160252901	+	0	NA	Intergenic	Intergenic	-28336	NM_001282354	3694		NM_000888	ENSG00000115221	ITGB6	AI1H	integrin subunit beta 6	protein-coding
*-275	chr1	163031998	163057701	+	0	NA	Intergenic	AluSx|SINE|Alu	-23757	NM_001102445	5999		NM_005613	ENSG00000117152	RGS4	RGP4|SCZD9	regulator of G protein signaling 4	protein-coding
*-152	chr11	8688437	8790051	+	0	NA	intron (NR_164814, intron 3 of 19)	intron (NR_164814, intron 3 of 19)	-29534	NR_120590	102724784		NR_120590		DENND2B-AS1	-	DENND2B antisense RNA 1	ncRNA
*-17	chr2	138018898	138053301	+	0	NA	Intergenic	MLT1C|LTR|ERVL-MaLR	-65785	NR_135526	105373635		NR_135526		LINC01832	-	long intergenic non-protein coding RNA 1832	ncRNA
*-57	chr4	114224048	114284551	+	0	NA	Intergenic	L1PA17|LINE|L1	-274652	NM_024590	79642		NM_024590	ENSG00000180801	ARSJ	ASJ	arylsulfatase family member J	protein-coding
*-243	chr13	45479048	45523351	+	0	NA	intron (NM_031431, intron 13 of 22)	L1MC3|LINE|L1	36260	NM_031431	83548		NM_031431	ENSG00000136152	COG3	CDG2BB|SEC34	component of oligomeric golgi complex 3	protein-coding
*-49	chr4	88010645	88041951	+	0	NA	intron (NR_156488, intron 2 of 13)	THE1D-int|LTR|ERVL-MaLR	18663	NR_156488	5311		NM_000297	ENSG00000118762	PKD2	APKD2|PC2|PKD4|Pc-2|TRPP2	polycystin 2, transient receptor potential cation channel	protein-coding
*-280	chr1	178096992	178139351	+	0	NA	intron (NM_170692, intron 1 of 17)	AluSq2|SINE|Alu	24067	NM_170692	9462		NM_004841	ENSG00000075391	RASAL2	NGAP	RAS protein activator like 2	protein-coding
*-144	chr8	73542448	73633701	+	0	NA	intron (NM_001164380, intron 11 of 14)	intron (NM_001164380, intron 11 of 14)	158766	NM_001164380	27067		NM_014393	ENSG00000040341	STAU2	39K2|39K3	staufen double-stranded RNA binding protein 2	protein-coding
*-146	chr8	97879098	97953601	+	0	NA	intron (NM_030583, intron 2 of 18)	AluSz6|SINE|Alu	47285	NM_001317748	4147		NM_002380	ENSG00000132561	MATN2	-	matrilin 2	protein-coding
*-75	chr10	61990798	62096801	+	0	NA	intron (NM_032199, intron 4 of 9)	intron (NM_032199, intron 4 of 9)	-5558	NM_001244638	84159		NM_032199	ENSG00000150347	ARID5B	DESRT|MRF-2|MRF2	AT-rich interaction domain 5B	protein-coding
*-30	chr2	207219698	207261451	+	0	NA	intron (NR_110283, intron 1 of 3)	intron (NR_110283, intron 1 of 3)	763	NR_146555	105373853		NR_146555	ENSG00000229647	MYOSLID	-	myocardin-induced smooth muscle lncRNA, inducer of differentiation	ncRNA
*-458	chr18	57727848	57849851	+	0	NA	intron (NM_001374385, intron 1 of 27)	intron (NM_001374385, intron 1 of 27)	14466	NM_001374386	5205		NM_005603	ENSG00000081923	ATP8B1	ATPIC|BRIC|FIC1|ICP1|PFIC|PFIC1	ATPase phospholipid transporting 8B1	protein-coding
*-230	chr7	27994498	28080151	+	0	NA	intron (NM_175061, intron 1 of 4)	intron (NM_175061, intron 1 of 4)	-143133	NR_034097	100128081		NR_034097		JAZF1-AS1	-	JAZF1 antisense RNA 1	ncRNA
*-281	chr1	181072498	181117901	+	0	NA	Intergenic	Intergenic	6499	NM_016545	51278		NM_016545	ENSG00000162783	IER5	SBBI48	immediate early response 5	protein-coding
*-107	chr3	107192748	107250501	+	0	NA	intron (NR_028303, intron 1 of 3)	intron (NR_028303, intron 1 of 3)	19014	NR_028303	100302640		NR_028303		LINC00882	-	long intergenic non-protein coding RNA 882	ncRNA
*-223	chr12	120224448	120262770	+	0	NA	intron (NM_001080855, intron 1 of 11)	AluJr|SINE|Alu	6554	NM_025157	5829		NM_002859	ENSG00000089159	PXN	-	paxillin	protein-coding
*-109	chr3	112604968	112699901	+	0	NA	Intergenic	AluSq|SINE|Alu	-11291	NM_199512	151887		NM_178274	ENSG00000091986	CCDC80	CL2|DRO1|LINC01279|SSG1|URB|okuribin	coiled-coil domain containing 80	protein-coding
*-231	chr7	43592498	43702501	+	0	NA	exon (NM_001321202, exon 4 of 4)	exon (NM_001321202, exon 4 of 4)	64391	NM_004760	9263		NM_004760	ENSG00000164543	STK17A	DRAK1	serine/threonine kinase 17a	protein-coding
*-126	chr3	177021348	177076001	+	0	NA	intron (NM_001374327, intron 6 of 14)	intron (NM_001374327, intron 6 of 14)	147804	NM_001321195	79718		NM_024665	ENSG00000177565	TBL1XR1	C21|DC42|IRA1|MRD41|TBLR1	TBL1X/Y related 1	protein-coding
*-379	chr5	172854698	172955727	+	0	NA	intron (NM_001031711, intron 3 of 9)	intron (NM_001031711, intron 3 of 9)	-9871	NR_162113	113218510		NR_162113		MIR10523	-	microRNA 10523	ncRNA
*-124	chr3	172243398	172368751	+	0	NA	intron (NM_022763, intron 9 of 25)	intron (NM_022763, intron 9 of 25)	142382	NM_004122	2693		NM_004122	ENSG00000121853	GHSR	GHDP|GHS-R1a|GHSR-1a	growth hormone secretagogue receptor	protein-coding
*-80	chr10	77149648	77204701	+	0	NA	intron (NM_001322836, intron 5 of 27)	intron (NM_001322836, intron 5 of 27)	36343	NR_120654	101929310		NR_120654	ENSG00000225497	KCNMA1-AS2	-	KCNMA1 antisense RNA 2	ncRNA
*-97	chr3	37901148	37963351	+	0	NA	intron (NM_005808, intron 1 of 6)	intron (NM_005808, intron 1 of 6)	-37155	NR_029499	407015		NR_029499	ENSG00000199075	MIR26A1	MIR26A|MIRN26A1|mir-26a-1	microRNA 26a-1	ncRNA
*-25	chr2	189075648	189176878	+	0	NA	intron (NM_000393, intron 1 of 53)	intron (NM_000393, intron 1 of 53)	6848	NR_036076	100422908		NR_036076	ENSG00000264725	MIR3129	mir-3129	microRNA 3129	ncRNA
*-377	chr5	169131898	169197051	+	0	NA	intron (NM_003062, intron 4 of 35)	intron (NM_003062, intron 4 of 35)	99220	NR_030311	693170		NR_030311	ENSG00000207619	MIR585	MIRN585|hsa-mir-585|mir-585	microRNA 585	ncRNA
*-368	chr5	140969765	141006251	+	0	NA	intron (NM_018911, intron 3 of 3)	intron (NM_018911, intron 3 of 3)	21241	NM_031883	56134		NM_018899	ENSG00000243232	PCDHAC2	PCDH-ALPHA-C2	protocadherin alpha subfamily C, 2	protein-coding
*-155	chr11	13207348	13236401	+	0	NA	Intergenic	Intergenic	-54778	NM_001351804	406		NM_001178	ENSG00000133794	BMAL1	ARNTL|ARNTL1|BMAL1c|JAP3|MOP3|PASD3|TIC|bHLHe5	basic helix-loop-helix ARNT like 1	protein-coding
*-272	chr1	157996271	158050251	+	0	NA	intron (NM_001286349, intron 1 of 12)	intron (NM_001286349, intron 1 of 12)	-2289	NR_145471	100505785		NR_145471		KIRREL1-IT1	KIRREL-IT1	KIRREL1 intronic transcript 1	ncRNA
*-298	chr1	245735798	245922901	+	0	NA	intron (NM_001375966, intron 7 of 8)	L2a|LINE|L2	159202	NM_001375966	64754		NM_022743	ENSG00000185420	SMYD3	KMT3E|ZMYND1|ZNFN3A1|bA74P14.1	SET and MYND domain containing 3	protein-coding
*-318	chr9	122988148	123104301	+	0	NA	intron (NM_012197, intron 13 of 25)	intron (NM_012197, intron 13 of 25)	12557	NM_005294	2844		NM_005294	ENSG00000188394	GPR21	-	G protein-coupled receptor 21	protein-coding
*-339	chr6	112197898	112251714	+	0	NA	intron (NM_002290, intron 2 of 38)	AluSz|SINE|Alu	-11790	NR_121193	101927640		NR_121193		LAMA4-AS1	-	LAMA4 antisense RNA 1	ncRNA
*-93	chr3	11544948	11649451	+	0	NA	intron (NM_001284391, intron 2 of 4)	L1MC4|LINE|L1	7382	NM_001284391	9686		NM_014667	ENSG00000144560	VGLL4	VGL-4	vestigial like family member 4	protein-coding
*-337	chr6	82181998	82237651	+	0	NA	intron (NM_015525, intron 16 of 28).2	L2b|LINE|L2	37920	NM_015525	25998		NM_015525	ENSG00000005700	IBTK	BTBD26|BTKI	inhibitor of Bruton tyrosine kinase	protein-coding
*-232	chr7	80824648	80911651	+	0	NA	intron (NM_001350120, intron 2 of 17)	intron (NM_001350120, intron 2 of 17)	50902	NM_006379	10512		NM_006379	ENSG00000075223	SEMA3C	SEMAE|SemE	semaphorin 3C	protein-coding
*-113	chr3	134457098	134482731	+	0	NA	Intergenic	Intergenic	-15810	NM_001353113	80254		NM_025180	ENSG00000182923	CEP63	SCKL6	centrosomal protein 63	protein-coding
*-387	chr14	55571298	55650451	+	0	NA	intron (NM_001079522, intron 2 of 42)	intron (NM_001079522, intron 2 of 42)	30667	NM_004986	3895		NM_004986	ENSG00000126777	KTN1	CG1|KNT|MU-RMS-40.19	kinectin 1	protein-coding
*-429	chr20	53770648	53846251	+	0	NA	Intergenic	Intergenic	67260	NR_002189	391257		NR_002189		SUMO1P1	PIC1L|UBL2|UBL6	SUMO1 pseudogene 1	pseudo
*-282	chr1	183019798	183165151	+	0	NA	intron (NM_002293, intron 1 of 27)	MER5A|DNA|hAT-Charlie	48796	NR_149048	110841583		NR_149048	ENSG00000224468	LAMC1-AS1	lnc-LAMC2-1:1	LAMC1 antisense RNA 1	ncRNA
*-427	chr20	50894998	50936551	+	0	NA	intron (NM_001347511, intron 1 of 4)	intron (NM_001347511, intron 1 of 4)	-5983	NM_001282532	23394		NM_015339	ENSG00000101126	ADNP	ADNP1|HVDAS|MRD28	activity dependent neuroprotector homeobox	protein-coding
*-389	chr14	64493198	64544751	+	0	NA	intron (NR_110550, intron 2 of 3)	L1ME3G|LINE|L1	-13761	NM_001304507	7597		NM_006977	ENSG00000089775	ZBTB25	C14orf51|KUP|ZNF46	zinc finger and BTB domain containing 25	protein-coding
*-98	chr3	46924148	46972801	+	0	NA	intron (NM_144716, intron 2 of 7)	intron (NM_144716, intron 2 of 7)	28027	NR_102269	151903		NM_144716	ENSG00000160799	CCDC12	-	coiled-coil domain containing 12	protein-coding
*-163	chr11	65470448	65508051	+	0	NA	Intergenic	Intergenic	-8489	NR_144568	378938		NR_002819	ENSG00000251562	MALAT1	HCN|LINC00047|NCRNA00047|NEAT2|PRO2853	metastasis associated lung adenocarcinoma transcript 1	ncRNA
*-406	chr15	62588698	62638151	+	0	NA	Intergenic	L1ME1|LINE|L1	31757	NR_026897	197003		NM_152648	ENSG00000259458	MGC15885	-	uncharacterized protein MGC15885	ncRNA
*-404	chr15	51835398	51889201	+	0	NA	intron (NM_014547, intron 1 of 9)	intron (NM_014547, intron 1 of 9)	32646	NM_014547	29766		NM_014547	ENSG00000138594	TMOD3	UTMOD	tropomodulin 3	protein-coding
*-264	chr1	86739148	86795951	+	0	NA	Intergenic	Intergenic	62973	NM_001206652	51100		NM_016009	ENSG00000097033	SH3GLB1	Bif-1|CGI-61|PPP1R70|dJ612B15.2	SH3 domain containing GRB2 like, endophilin B1	protein-coding
*-266	chr1	97091248	97148351	+	0	NA	intron (NM_000110, intron 20 of 22)	intron (NM_000110, intron 20 of 22)	23876	NR_046590	100873932		NR_046590	ENSG00000232878	DPYD-AS1	-	DPYD antisense RNA 1	ncRNA
*-150	chr8	130041848	130357551	+	0	NA	intron (NM_001362924, intron 5 of 30)	MIR3|SINE|MIR	96834	NR_002765	29065		NM_014152		ASAP1-IT1	ASAP1-IT|ASAP1IT|ASAP1IT1|DDEF1IT1|HSPC054|NCRNA00050	ASAP1 intronic transcript 1	ncRNA
*-216	chr12	103933498	103987201	+	0	NA	Intergenic	AluSx|SINE|Alu	-3134	NM_001135570	728568		NM_001135570	ENSG00000204954	UQCC6	BR|BRAWNIN|C12orf73	ubiquinol-cytochrome c reductase complex assembly factor 6	protein-coding
*-214	chr12	95198898	95263201	+	0	NA	intron (NM_001352100, intron 2 of 12)	intron (NM_001352100, intron 2 of 12)	13242	NM_001352111	55591		NM_017599	ENSG00000028203	VEZT	VEZATIN	vezatin, adherens junctions transmembrane protein	protein-coding
*-396	chr14	103388362	103457151	+	0	NA	intron (NM_002376, intron 2 of 15)	L1ME3A|LINE|L1	37341	NM_001128918	4140		NM_002376	ENSG00000075413	MARK3	CTAK1|KP78|PAR1A|Par-1a|VIPB	microtubule affinity regulating kinase 3	protein-coding
*-394	chr14	100010798	100050201	+	0	NA	intron (NM_001330221, intron 1 of 13)	intron (NM_001330221, intron 1 of 13)	-34923	NM_016337	51466		NM_016337	ENSG00000196405	EVL	RNB6	Enah/Vasp-like	protein-coding
*-271	chr1	156077698	156146942	+	0	NA	intron (NM_001282625, intron 3 of 12)	AluJr|SINE|Alu	-2391	NM_001282626	4000		NM_005572	ENSG00000160789	LMNA	CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|MADA|PRO1	lamin A/C	protein-coding
*-447	chr22	40466439	40543951	+	0	NA	intron (NM_001282661, intron 3 of 13)	intron (NM_001282661, intron 3 of 13)	-16605	NR_109965	101927257		NR_109965	ENSG00000232564	MRTFA-AS1	-	MRTFA antisense RNA 1	ncRNA
*-151	chr8	140763498	140845851	+	0	NA	intron (NR_148036, intron 10 of 34)	intron (NR_148036, intron 10 of 34)	-72021	NR_029892	442893		NR_029892	ENSG00000254324	MIR151A	MIR151|MIRN151|hsa-mir-151|hsa-mir-151a	microRNA 151a	ncRNA
*-449	chr22	42905298	43018201	+	0	NA	intron (NM_001184970, intron 1 of 10)	AluSz6|SINE|Alu	-1413	NM_001349970	11252		NM_007229	ENSG00000100266	PACSIN2	SDPII	protein kinase C and casein kinase substrate in neurons 2	protein-coding
*-270	chr1	155452498	155476151	+	0	NA	intron (NM_018489, intron 3 of 27)	intron (NM_018489, intron 3 of 27)	31144	NR_034180	645682		NR_034180	ENSG00000237872	POU5F1P4	OCT3|OCT4|OTF-3|OTF3|Oct-3|Oct-4|Oct4-pg4|POU5F1|POU5FLC1	POU class 5 homeobox 1 pseudogene 4	pseudo
*-58	chr4	114316248	114367701	+	0	NA	Intergenic	Intergenic	-256428	NM_001322113	7368		NM_003360	ENSG00000174607	UGT8	CGT|UGT4	UDP glycosyltransferase 8	protein-coding
*-235	chr7	102834448	102897801	+	0	NA	intron (NM_001111038, intron 16 of 18)	intron (NM_001111038, intron 16 of 18)	-46876	NM_001031692	10234		NM_005824	ENSG00000128606	LRRC17	P37NB	leucine rich repeat containing 17	protein-coding
*-6	chr2	55092948	55121751	+	0	NA	intron (NM_001321904, intron 1 of 9)	intron (NM_001321904, intron 1 of 9)	30482	NM_001321904	57142		NM_007008	ENSG00000115310	RTN4	ASY|NI220/250|NOGO|NSP|NSP-CL|Nbla00271|Nbla10545|RTN-X|RTN4-A|RTN4-B1|RTN4-B2|RTN4-C	reticulon 4	protein-coding
*-13	chr2	70090451	70144501	+	0	NA	Intergenic	Intergenic	7840	NR_024444	100133985		NR_024444	ENSG00000231327	LINC01816	-	long intergenic non-protein coding RNA 1816	ncRNA
*-18	chr2	152485998	152627501	+	0	NA	intron (NM_052905, intron 4 of 25)	intron (NM_052905, intron 4 of 25)	160712	NM_001365603	55660		NM_017892	ENSG00000196504	PRPF40A	FBP-11|FBP11|FLAF1|FNBP3|HIP-10|HIP10|HYPA|NY-REN-6|Prp40	pre-mRNA processing factor 40 homolog A	protein-coding
*-285	chr1	202551448	202591201	+	0	NA	intron (NM_032103, intron 11 of 11)	intron (NM_032103, intron 11 of 11)	31210	NM_001197131	4660		NM_002481	ENSG00000077157	PPP1R12B	MYPT2|PP1bp55	protein phosphatase 1 regulatory subunit 12B	protein-coding
*-53	chr4	112883598	112910451	+	0	NA	intron (NM_001354261, intron 1 of 44)	intron (NM_001354261, intron 1 of 44)	36037	NM_001354271	287		NM_001148	ENSG00000145362	ANK2	ANK-2|CFAP87|FAP87|LQT4|brank-2	ankyrin 2	protein-coding
*-149	chr8	117825898	118120901	+	0	NA	intron (NM_000127, intron 1 of 10)	intron (NM_000127, intron 1 of 10)	-52486	NR_145799	109623457		NR_145799		SNORD168	-	small nucleolar RNA, C/D box 168	snoRNA
*-451	chr21	25306248	25344901	+	0	NA	Intergenic	L1MEa|LINE|L1	106127	NR_024027	54072		NM_058184	ENSG00000185433	LINC00158	C21orf42|NCRNA00158	long intergenic non-protein coding RNA 158	ncRNA
*-147	chr8	100898948	100947570	+	0	NA	intron (NM_001135702, intron 5 of 5)	intron (NM_001135702, intron 5 of 5)	27312	NM_001135702	7534		NM_003406	ENSG00000164924	YWHAZ	14-3-3-zeta|HEL-S-3|HEL-S-93|HEL4|KCIP-1|POPCHAS|YWHAD	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	protein-coding
*-353	chr5	52994198	53046301	+	0	NA	intron (NR_073107, intron 1 of 28)	intron (NR_073107, intron 1 of 28)	30897	NR_073105	3673		NM_002203	ENSG00000164171	ITGA2	BR|CD49B|GPIa|HPA-5|VLA-2|VLAA2	integrin subunit alpha 2	protein-coding
*-2	chr2	33129798	33170001	+	0	NA	intron (NM_001166265, intron 1 of 29)	intron (NM_001166265, intron 1 of 29)	15303	NM_001166264	4052		NM_000627	ENSG00000049323	LTBP1	ARCL2E	latent transforming growth factor beta binding protein 1	protein-coding
*-32	chr2	222904598	223003801	+	0	NA	Intergenic	Intergenic	93163	NM_001354159	2181		NM_004457	ENSG00000123983	ACSL3	ACS3|FACL3|LACS 3|LACS3|PRO2194	acyl-CoA synthetase long chain family member 3	protein-coding
*-290	chr1	218449848	218501551	+	0	NA	intron (NR_031644, intron 2 of 6)	intron (NR_031644, intron 2 of 6)	33073	NR_125715	103611157		NR_125715	ENSG00000281453	TGFB2-OT1	-	TGFB2 overlapping transcript 1	ncRNA
