PeakID (cmd=annotatePeaks.pl /home/abykov/neuroblastoma/temp_results/BEDs/CLB_SKN_A_chr.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
*-297	chr18	75243498	75267551	+	0	NA	intron (NM_001308210, intron 1 of 1)	intron (NM_001308210, intron 1 of 1)	44727	NM_005786	10194		NM_005786	ENSG00000179981	TSHZ1	CAA|NY-CO-33|SDCCAG33|TSH1	teashirt zinc finger homeobox 1	protein-coding
*-214	chr7	30447448	30473901	+	0	NA	intron (NM_001354849, intron 1 of 12)	intron (NM_001354849, intron 1 of 12)	18110	NM_006092	10392		NM_006092	ENSG00000106100	NOD1	CARD4|CLR7.1|NLRC1|hNod1	nucleotide binding oligomerization domain containing 1	protein-coding
*-50	chr8	47809148	47873301	+	0	NA	intron (NM_006904, intron 54 of 85)	L1PA16|LINE|L1	-103060	NM_005195	1052		NM_005195	ENSG00000221869	CEBPD	C/EBP-delta|CELF|CRP3|NF-IL6-beta	CCAAT enhancer binding protein delta	protein-coding
*-137	chr3	97709548	97744701	+	0	NA	intron (NM_001080448, intron 15 of 17)	intron (NM_001080448, intron 15 of 17)	-37397	NM_177976	84100		NM_032146	ENSG00000113966	ARL6	BBS3|RP55	ADP ribosylation factor like GTPase 6	protein-coding
*-285	chr1	235543148	235646992	+	0	NA	intron (NM_004485, intron 1 of 2)	intron (NM_004485, intron 1 of 2)	54714	NM_001098722	2786		NM_004485	ENSG00000168243	GNG4	HG3C	G protein subunit gamma 4	protein-coding
*-249	chr14	104134048	104228151	+	0	NA	TTS (NM_015656)	TTS (NM_015656)	42376	NM_015656	26153		NM_015656	ENSG00000066735	KIF26A	CDCBM11	kinesin family member 26A	protein-coding
*-6	chr4	138889648	138919001	+	0	NA	intron (NR_133945, intron 2 of 2)	AluSz|SINE|Alu	108322	NR_133945	105377448		NR_133945	ENSG00000250195	LOC105377448	-	uncharacterized LOC105377448	ncRNA
*-63	chr5	68529248	68570151	+	0	NA	Intergenic	Intergenic	257122	NM_001242466	5295		NM_181504	ENSG00000145675	PIK3R1	AGM7|GRB1|IMD36|p85|p85-ALPHA|p85alpha	phosphoinositide-3-kinase regulatory subunit 1	protein-coding
*-273	chr1	95306198	95327601	+	0	NA	intron (NR_135588, intron 1 of 1)	LFSINE_Vert|SINE|tRNA	1364	NR_135588	100996630		NR_135588	ENSG00000228504	LINC01760	-	long intergenic non-protein coding RNA 1760	ncRNA
*-266	chr1	50326748	50348201	+	0	NA	Intergenic	AluY|SINE|Alu	85969	NM_032110	63950		NM_032110	ENSG00000142700	DMRTA2	-	DMRT like family A2	protein-coding
*-7	chr4	140003398	140119401	+	0	NA	intron (NM_018717, intron 1 of 4)	intron (NM_018717, intron 1 of 4)	-66616	NR_147610	101927516		NR_147610		LOC101927516	-	uncharacterized LOC101927516	ncRNA
*-73	chr5	124696798	124750351	+	0	NA	intron (NM_001385621, intron 1 of 8)	AluSx1|SINE|Alu	23065	NM_020747	57507		NM_020747	ENSG00000168916	ZNF608	NY-REN-36	zinc finger protein 608	protein-coding
*-26	chr11	79261498	79309951	+	0	NA	intron (NM_001098816, intron 2 of 33)	L1MB7|LINE|L1	116385	NR_030598	100126333		NR_030598	ENSG00000211997	MIR708	MIRN708|hsa-mir-708	microRNA 708	ncRNA
*-202	chr12	111177248	111251601	+	0	NA	intron (NM_015267, intron 2 of 21)	intron (NM_015267, intron 2 of 21)	-89718	NR_106818	102465455		NR_106818	ENSG00000273700	MIR6760	hsa-mir-6760	microRNA 6760	ncRNA
*-87	chr2	2221498	2334651	+	0	NA	intron (NM_001329845, intron 2 of 24)	intron (NM_001329845, intron 2 of 24)	-41158	NR_024468	730811		NR_024468	ENSG00000225619	MYT1L-AS1	-	MYT1L antisense RNA 1	ncRNA
*-75	chr5	126785348	126848301	+	0	NA	intron (NR_134488, intron 6 of 11)	L1MC3|LINE|L1	39688	NM_005573	4001		NM_005573	ENSG00000113368	LMNB1	ADLD|LMN|LMN2|LMNB|MCPH26	lamin B1	protein-coding
*-317	chr21	31116098	31188101	+	0	NA	intron (NM_001353694, intron 19 of 27)	AluSq2|SINE|Alu	8841	NM_001353684	7074		NM_003253	ENSG00000156299	TIAM1	NEDLDS|TIAM-1	TIAM Rac1 associated GEF 1	protein-coding
*-98	chr2	50998398	51026901	+	0	NA	intron (NM_004801, intron 2 of 21)	intron (NM_004801, intron 2 of 21)	19483	NM_001330078	9378		NM_004801	ENSG00000179915	NRXN1	Hs.22998|PTHSL2|SCZD17	neurexin 1	protein-coding
*-308	chr6	105300498	105373051	+	0	NA	intron (NM_002726, intron 7 of 14)	L1MEg|LINE|L1	66308	NM_002726	5550		NM_002726	ENSG00000085377	PREP	PE|PEP	prolyl endopeptidase	protein-coding
*-65	chr5	76086412	76272601	+	0	NA	intron (NM_014979, intron 2 of 12)	intron (NM_014979, intron 2 of 12)	96123	NM_014979	22987		NM_014979	ENSG00000122012	SV2C	SLC22B3	synaptic vesicle glycoprotein 2C	protein-coding
*-168	chr10	78406398	78476851	+	0	NA	Intergenic	AluSc|SINE|Alu	174282	NR_073447	414243		NR_073447	ENSG00000230417	LINC00595	C10orf101	long intergenic non-protein coding RNA 595	ncRNA
*-105	chr2	148883748	149000951	+	0	NA	intron (NM_004522, intron 6 of 25)	intron (NM_004522, intron 6 of 25)	-5526	NR_111932	3800		NM_004522	ENSG00000168280	KIF5C	CDCBM2|KINN|NKHC|NKHC-2|NKHC2	kinesin family member 5C	protein-coding
*-157	chr10	32269048	32335551	+	0	NA	intron (NR_168511, intron 2 of 13)	L1MD2|LINE|L1	44859	NM_025209	80314		NM_025209	ENSG00000120616	EPC1	Epl1	enhancer of polycomb homolog 1	protein-coding
*-271	chr1	83690248	83717851	+	0	NA	intron (NR_119375, intron 2 of 2)	intron (NR_119375, intron 2 of 2)	156497	NR_119374	101927560		NR_119374	ENSG00000233008	LOC101927560	-	uncharacterized LOC101927560	ncRNA
*-38	chr17	57260011	57709251	+	0	NA	intron (NM_170721, intron 5 of 9)	intron (NM_170721, intron 5 of 9)	38966	NR_110808	101927557		NR_110808	ENSG00000266100	LOC101927557	-	uncharacterized LOC101927557	ncRNA
*-160	chr10	52616048	52658251	+	0	NA	intron (NR_155748, intron 1 of 2)	L1PA14|LINE|L1	118255	NR_155748	105378305		NR_155748	ENSG00000231131	LOC105378305	-	uncharacterized LOC105378305	ncRNA
*-182	chr9	34404198	34454151	+	0	NA	intron (NM_001184942, intron 1 of 5)	intron (NM_001184942, intron 1 of 5)	29396	NM_001184941	203259		NM_147202	ENSG00000164970	FAM219A	C9orf25	family with sequence similarity 219 member A	protein-coding
*-300	chr6	21184148	21207151	+	0	NA	intron (NM_017774, intron 13 of 15)	AluJb|SINE|Alu	316243	NR_103790	100874531		NR_103790	ENSG00000280989	LINC00581	linc-MBOAT1-4	long intergenic non-protein coding RNA 581	ncRNA
*-49	chr8	37781848	37827501	+	0	NA	intron (NM_032777, intron 1 of 18)	intron (NM_032777, intron 1 of 18)	7791	NM_032777	25960		NM_032777	ENSG00000020181	ADGRA2	GPR124|TEM5	adhesion G protein-coupled receptor A2	protein-coding
*-288	chr1	245509598	245622551	+	0	NA	intron (NM_018012, intron 5 of 14)	MSTB|LTR|ERVL-MaLR	-331557	NR_151721	111216275		NR_151721	ENSG00000232192	KIF26B-AS1	-	KIF26B antisense RNA 1	ncRNA
*-337	chrX	119653898	119689401	+	0	NA	intron (NM_145799, intron 2 of 10)	AluJb|SINE|Alu	21519	NM_145802	23157		NM_015129	ENSG00000125354	SEPTIN6	SEP2|SEPT2|SEPT6|Septin-6	septin 6	protein-coding
*-56	chr8	79285748	79303301	+	0	NA	Intergenic	Intergenic	-37664	NR_162137	113219456		NR_162137		MIR12123	-	microRNA 12123	ncRNA
*-206	chr12	130443948	130731251	+	0	NA	intron (NM_001351226, intron 2 of 21)	L1PA2|LINE|L1	40857	NM_015347	23504		NM_015347	ENSG00000060709	RIMBP2	PPP1R133|RBP2|RIM-BP2	RIMS binding protein 2	protein-coding
*-262	chr1	15137348	15227651	+	0	NA	intron (NR_135082, intron 1 of 2)	MIRc|SINE|MIR	-10875	NR_167931	727684		NM_001278501		TMEM51-AS2	C1orf195	TMEM51 antisense RNA 2	ncRNA
*-223	chr7	138905648	138977451	+	0	NA	intron (NM_001164665, intron 1 of 19)	intron (NM_001164665, intron 1 of 19)	39840	NM_020910	57670		NM_020910	ENSG00000122778	KIAA1549	RP86	KIAA1549	protein-coding
*-20	chr11	68315607	68343851	+	0	NA	intron (NM_002335, intron 1 of 22)	intron (NM_002335, intron 1 of 22)	17138	NM_001291902	4041		NM_002335	ENSG00000162337	LRP5	BMND1|EVR1|EVR4|HBM|LR3|LRP-5|LRP-7|LRP7|OPPG|OPS|OPTA1|PCLD4|VBCH2	LDL receptor related protein 5	protein-coding
*-280	chr1	204257048	204356928	+	0	NA	intron (NM_014935, intron 1 of 22)	intron (NM_014935, intron 1 of 22)	52941	NM_014935	22874		NM_014935	ENSG00000143850	PLEKHA6	PEPP-3|PEPP3	pleckstrin homology domain containing A6	protein-coding
*-254	chr22	28012098	28054401	+	0	NA	intron (NM_001145418, intron 12 of 22)	intron (NM_001145418, intron 12 of 22)	-112637	NR_036169	100423034		NR_036169	ENSG00000264073	MIR3199-1	mir-3199-1	microRNA 3199-1	ncRNA
*-234	chr20	63435448	63469639	+	0	NA	intron (NM_001382235, intron 1 of 16)	MLT2C2|LTR|ERVL	20112	NM_172107	3785		NM_004518	ENSG00000075043	KCNQ2	BFNC|DEE7|EBN|EBN1|ENB1|HNSPC|KCNA11|KV7.2	potassium voltage-gated channel subfamily Q member 2	protein-coding
*-117	chr2	239179348	239348803	+	0	NA	intron (NM_006037, intron 2 of 26)	intron (NM_006037, intron 2 of 26)	-41387	NR_036229	100423043		NR_036229	ENSG00000265215	MIR4269	-	microRNA 4269	ncRNA
*-82	chr5	160244248	160309151	+	0	NA	intron (NM_024565, intron 3 of 6)	L1MB5|LINE|L1	35865	NM_024565	79616		NM_024565	ENSG00000135083	CCNJL	-	cyclin J like	protein-coding
*-108	chr2	174803498	174916151	+	0	NA	intron (NR_038133, intron 5 of 11)	intron (NR_038133, intron 5 of 11)	-12269	NM_001206602	1123		NM_001822	ENSG00000128656	CHN1	ARHGAP2|CHN|DURS2|NC|RHOGAP2	chimerin 1	protein-coding
*-165	chr10	76867948	76987051	+	0	NA	intron (NM_001322836, intron 23 of 27)	(TTTAAT)n|Simple_repeat|Simple_repeat	39455	NR_120655	101929328		NR_120655	ENSG00000236467	KCNMA1-AS1	-	KCNMA1 antisense RNA 1	ncRNA
*-194	chr12	3080748	3133751	+	0	NA	intron (NM_006675, intron 2 of 8)	intron (NM_006675, intron 2 of 8)	29870	NM_006675	10867		NM_006675	ENSG00000011105	TSPAN9	NET-5|NET5|PP1057	tetraspanin 9	protein-coding
*-305	chr6	51949998	52022801	+	0	NA	intron (NM_170724, intron 35 of 60)	Tigger15a|DNA|TcMar-Tigger	101214	NM_170724	5314		NM_138694	ENSG00000170927	PKHD1	ARPKD|FCYT|FPC|PCYT|PKD4|TIGM1	PKHD1 ciliary IPT domain containing fibrocystin/polyductin	protein-coding
*-71	chr5	113018798	113157701	+	0	NA	intron (NM_001085377, intron 8 of 18)	intron (NM_001085377, intron 8 of 18)	111451	NR_038352	167227		NM_152624	ENSG00000172795	DCP2	NUDT20	decapping mRNA 2	protein-coding
*-186	chr9	97504637	97630051	+	0	NA	intron (NM_001166116, intron 7 of 9)	MamRep38|DNA|hAT	65678	NM_003275	7111		NM_003275	ENSG00000136842	TMOD1	D9S57E|ETMOD|TMOD	tropomodulin 1	protein-coding
*-18	chr11	42954798	42987651	+	0	NA	Intergenic	Intergenic	298145	NR_033868	399881		NR_033868	ENSG00000293312	HNRNPKP3	-	heterogeneous nuclear ribonucleoprotein K pseudogene 3	pseudo
*-61	chr5	41746198	41818051	+	0	NA	intron (NR_157114, intron 12 of 15)	L1PA11|LINE|L1	61533	NM_001364303	5019		NM_000436	ENSG00000083720	OXCT1	OXCT|SCOT	3-oxoacid CoA-transferase 1	protein-coding
*-221	chr7	133532598	133578001	+	0	NA	intron (NM_021807, intron 9 of 17)	intron (NM_021807, intron 9 of 17)	264418	NR_106749	102465139		NR_106749	ENSG00000276137	MIR6133	hsa-mir-6133	microRNA 6133	ncRNA
*-100	chr2	85519198	85549151	+	0	NA	Intergenic	MER21A|LTR|ERVL	4712	NR_038942	100630918		NR_038942	ENSG00000286532	PARTICL	PARTICLE	promoter of MAT2A antisense radiation-induced circulating long non-coding RNA	ncRNA
*-119	chr16	12750398	12795301	+	0	NA	intron (NM_018340, intron 2 of 3)	MER46C|DNA|TcMar-Tigger	31038	NM_001099455	55313		NM_018340	ENSG00000103381	CPPED1	CSTP1	calcineurin like phosphoesterase domain containing 1	protein-coding
*-52	chr8	59600048	59646751	+	0	NA	Intergenic	MER5A1|DNA|hAT-Charlie	504189	NR_149030	100505501		NR_149030	ENSG00000167912	TOX-DT	-	TOX divergent transcript	ncRNA
*-144	chr3	133096198	133152901	+	0	NA	promoter-TSS (NM_001282865)	promoter-TSS (NM_001282865)	-272	NM_001282865	66000		NM_023943	ENSG00000144868	TMEM108	CT124|RTLN	transmembrane protein 108	protein-coding
*-222	chr7	133930198	133989901	+	0	NA	intron (NM_021807, intron 14 of 17)	HAL1|LINE|L1	-135161	NR_120513	101928861		NR_120513		LOC101928861	-	uncharacterized LOC101928861	ncRNA
*-263	chr1	21251248	21342540	+	0	NA	intron (NR_038404, intron 2 of 2)	intron (NR_038404, intron 2 of 2)	3604	NR_038404	100506801		NR_038404	ENSG00000231105	ECE1-AS1	-	ECE1 antisense RNA 1	ncRNA
*-276	chr1	96965698	96999451	+	0	NA	Intergenic	Intergenic	-113349	NR_046590	100873932		NR_046590	ENSG00000232878	DPYD-AS1	-	DPYD antisense RNA 1	ncRNA
*-27	chr11	112994798	113049651	+	0	NA	intron (NM_001076682, intron 1 of 18)	intron (NM_001076682, intron 1 of 18)	-58764	NR_120563	101928847		NR_120563	ENSG00000247416	LOC101928847	-	uncharacterized LOC101928847	ncRNA
*-125	chr3	4496346	4663301	+	0	NA	intron (NM_002222, intron 4 of 57)	intron (NM_002222, intron 4 of 57)	86475	NM_001168272	3708		NM_002222	ENSG00000150995	ITPR1	ACV|CLA4|INSP3R1|IP3R|IP3R1|PPP1R94|SCA15|SCA16|SCA29	inositol 1,4,5-trisphosphate receptor type 1	protein-coding
*-86	chr2	2097498	2215101	+	0	NA	intron (NM_001329845, intron 3 of 24)	intron (NM_001329845, intron 3 of 24)	-162933	NR_024468	730811		NR_024468	ENSG00000225619	MYT1L-AS1	-	MYT1L antisense RNA 1	ncRNA
*-328	chr15	47325348	47366951	+	0	NA	intron (NM_001198999, intron 1 of 19)	intron (NM_001198999, intron 1 of 19)	162060	NM_001198999	80031		NM_020858	ENSG00000137872	SEMA6D	-	semaphorin 6D	protein-coding
*-44	chr17	78703448	78742751	+	0	NA	intron (NM_017456, intron 1 of 12)	intron (NM_017456, intron 1 of 12)	631	NM_001365041	9267		NM_004762	ENSG00000108669	CYTH1	B2-1|CYTOHESIN-1|D17S811E|PSCD1|SEC7	cytohesin 1	protein-coding
*-178	chr10	124603898	124728251	+	0	NA	intron (NM_014661, intron 4 of 4)	intron (NM_014661, intron 4 of 4)	-37954	NR_120631	101927944		NR_120630		FAM53B-AS1	-	FAM53B antisense RNA 1	ncRNA
*-339	chr19	30109348	30160551	+	0	NA	Intergenic	L2b|LINE|L2	-90643	NM_001376110	9745		NM_014717	ENSG00000198597	ZNF536	-	zinc finger protein 536	protein-coding
*-320	chr13	35767448	35820101	+	0	NA	intron (NM_001195415, intron 11 of 13)	intron (NM_001195415, intron 11 of 13)	61893	NM_001195416	9201		NM_004734	ENSG00000133083	DCLK1	CL1|CLICK1|DCAMKL1|DCDC3A|DCLK	doublecortin like kinase 1	protein-coding
*-261	chr1	8557498	8621901	+	0	NA	intron (NM_012102, intron 5 of 23)	LTR42|LTR|ERVL	-94786	NR_132752	106632271		NR_132752		SNORD128	ZL43	small nucleolar RNA, C/D box 128	snoRNA
*-170	chr10	80441498	80475401	+	0	NA	promoter-TSS (NM_001351270)	promoter-TSS (NM_001351270)	-836	NM_001351269	81619		NM_030927	ENSG00000108219	TSPAN14	DC-TM4F2|TM4SF14|tspan-14	tetraspanin 14	protein-coding
*-319	chr21	45698648	45770501	+	0	NA	intron (NM_001382286, intron 2 of 16)	L1MEc|LINE|L1	-13440	NM_001348243	54039		NM_020528	ENSG00000183570	PCBP3	ALPHA-CP3|PCBP3-OT1|PCBP3OT	poly(rC) binding protein 3	protein-coding
*-57	chr8	80619398	80878951	+	0	NA	intron (NM_001367783, intron 2 of 8)	intron (NM_001367783, intron 2 of 8)	125294	NM_001367783	619279		NM_032651	ENSG00000164684	ZNF704	Gig1	zinc finger protein 704	protein-coding
*-181	chr9	27814748	27846401	+	0	NA	Intergenic	AluY|SINE|Alu	-256708	NM_145005	203228		NM_018325	ENSG00000147894	C9orf72	ALSFTD|DENND9|DENNL72|FTDALS|FTDALS1	C9orf72-SMCR8 complex subunit	protein-coding
*-22	chr11	69153698	69219801	+	0	NA	Intergenic	Intergenic	-15187	NR_104161	338694		NR_104161	ENSG00000261070	LOC338694	-	uncharacterized LOC338694	ncRNA
*-203	chr12	111729548	111754801	+	0	NA	intron (NM_025247, intron 12 of 20)	intron (NM_025247, intron 12 of 20)	-24759	NM_001204889	217		NM_000690	ENSG00000111275	ALDH2	ALDH-E2|ALDHI|ALDM	aldehyde dehydrogenase 2 family member	protein-coding
*-159	chr10	43037848	43131351	+	0	NA	intron (NM_020975, intron 1 of 19)	intron (NM_020975, intron 1 of 19)	7530	NM_020975	5979		NM_020630	ENSG00000165731	RET	CDHF12|CDHR16|HSCR1|MEN2A|MEN2B|MTC1|PTC|RET-ELE1	ret proto-oncogene	protein-coding
*-272	chr1	89682548	89732701	+	0	NA	intron (NM_032270, intron 2 of 2)	intron (NM_032270, intron 2 of 2)	74504	NM_032270	84230		NM_032270	ENSG00000171488	LRRC8C	AD158|FAD158	leucine rich repeat containing 8 VRAC subunit C	protein-coding
*-226	chr20	25461798	25574451	+	0	NA	intron (NM_001318226, intron 2 of 22)	intron (NM_001318226, intron 2 of 22)	67407	NM_001318226	22981		NM_025176	ENSG00000101004	NINL	NLP	ninein like	protein-coding
*-325	chr15	31329853	31403751	+	0	NA	intron (NM_001302461, intron 1 of 1).3	Charlie1|DNA|hAT-Charlie	39967	NM_015995	51621		NM_015995	ENSG00000169926	KLF13	BTEB3|FKLF2|NSLP1|RFLAT-1|RFLAT1	KLF transcription factor 13	protein-coding
*-128	chr3	13497198	13588951	+	0	NA	Intergenic	Intergenic	-6051	NM_001998	2199		NM_001998	ENSG00000163520	FBLN2	-	fibulin 2	protein-coding
*-80	chr5	150556598	150671651	+	0	NA	intron (NM_001166208, intron 1 of 2)	MIRb|SINE|MIR	-3520	NM_001166209	11346		NM_007286	ENSG00000171992	SYNPO	SYNPO1	synaptopodin	protein-coding
*-299	chr6	21132898	21161101	+	0	NA	intron (NM_017774, intron 13 of 15)	intron (NM_017774, intron 13 of 15)	364893	NR_103790	100874531		NR_103790	ENSG00000280989	LINC00581	linc-MBOAT1-4	long intergenic non-protein coding RNA 581	ncRNA
*-247	chr14	100637198	100791451	+	0	NA	Intergenic	Intergenic	-12568	NM_003836	8788		NM_003836	ENSG00000185559	DLK1	DLK|DLK-1|Delta1|FA1|PREF1|Pref-1|ZOG|pG2	delta like non-canonical Notch ligand 1	protein-coding
*-175	chr10	109955448	109980151	+	0	NA	intron (NR_038943, intron 2 of 4)	intron (NR_038943, intron 2 of 4)	-28574	NM_001320591	120		NM_001121	ENSG00000148700	ADD3	ADDL|CPSQ3	adducin 3	protein-coding
*-139	chr3	115691348	115715651	+	0	NA	intron (NM_002045, intron 2 of 2)	L3|LINE|CR1	79989	NM_001130064	2596		NM_002045	ENSG00000172020	GAP43	B-50|GAP-43|PP46	growth associated protein 43	protein-coding
*-120	chr16	49484148	49727401	+	0	NA	intron (NM_001379286, intron 5 of 7)	intron (NM_001379286, intron 5 of 7)	58550	NM_001330533	23090		NM_015069	ENSG00000102935	ZNF423	Ebfaz|JBTS19|NPHP14|OAZ|Roaz|ZFP423|Zfp104|hOAZ	zinc finger protein 423	protein-coding
*-201	chr12	107356598	107405801	+	0	NA	intron (NM_001347944, intron 1 of 14)	L2a|LINE|L2	60611	NM_001347944	121551		NM_152322	ENSG00000151136	ABTB3	ABTB2B|BTBD11	ankyrin repeat and BTB domain containing 3	protein-coding
*-183	chr9	91770698	91947161	+	0	NA	intron (NM_001318204, intron 1 of 7)	MIR|SINE|MIR	91299	NM_001318204	4920		NM_004560	ENSG00000169071	ROR2	BDB|BDB1|NTRKR2	receptor tyrosine kinase like orphan receptor 2	protein-coding
*-122	chr16	75281148	75307001	+	0	NA	intron (NM_006324, intron 6 of 6)	intron (NM_006324, intron 6 of 6)	-26067	NM_001170715	9564		NM_014567	ENSG00000050820	BCAR1	CAS|CAS1|CASS1|CRKAS|P130Cas	BCAR1 scaffold protein, Cas family member	protein-coding
*-163	chr10	72307248	72350301	+	0	NA	Intergenic	Intergenic	26145	NM_001365081	54788		NM_017626	ENSG00000148719	DNAJB12	DJ10	DnaJ heat shock protein family (Hsp40) member B12	protein-coding
*-303	chr6	50814798	50854601	+	0	NA	intron (NM_003221, intron 3 of 6)	intron (NM_003221, intron 3 of 6)	15828	NM_003221	7021		NM_003221	ENSG00000008196	TFAP2B	AP-2B|AP-2beta|AP2-B|PDA2	transcription factor AP-2 beta	protein-coding
*-32	chr11	133911798	133967251	+	0	NA	intron (NM_001277285, intron 3 of 19)	L2a|LINE|L2	17444	NM_001277285	22997		NM_014987	ENSG00000080854	IGSF9B	LINC00947|MIR4697HG	immunoglobulin superfamily member 9B	protein-coding
*-176	chr10	110759198	110804701	+	0	NA	intron (NM_001134363, intron 2 of 13)	intron (NM_001134363, intron 2 of 13)	88955	NR_026932	282997		NR_026932		PDCD4-AS1	-	PDCD4 antisense RNA 1	ncRNA
*-17	chr11	36589198	36636901	+	0	NA	intron (NM_001276725, intron 2 of 3)	intron (NM_001276725, intron 2 of 3)	-14770	NM_001243786	5897		NM_000536	ENSG00000175097	RAG2	RAG-2	recombination activating 2	protein-coding
*-326	chr15	32075598	32149451	+	0	NA	intron (NM_001190455, intron 4 of 9).4	intron (NM_001190455, intron 4 of 9).4	82009	NM_001190455	1139		NM_000746	ENSG00000175344	CHRNA7	CHRNA7-2|NACHRA7	cholinergic receptor nicotinic alpha 7 subunit	protein-coding
*-219	chr7	82304398	82452351	+	0	NA	intron (NM_001302890, intron 1 of 10)	AluJb|SINE|Alu	65403	NM_000722	781		NM_000722	ENSG00000153956	CACNA2D1	CACNA2|CACNL2A|CCHL2A|DEE110|LINC01112|lncRNA-N3	calcium voltage-gated channel auxiliary subunit alpha2delta 1	protein-coding
*-244	chr14	92876998	93112917	+	0	NA	intron (NM_014216, intron 4 of 10).2	MLT1C|LTR|ERVL-MaLR	42017	NM_001363707	3705		NM_014216	ENSG00000100605	ITPK1	ITRPK1	inositol-tetrakisphosphate 1-kinase	protein-coding
*-92	chr2	25228598	25338914	+	0	NA	intron (NR_135490, intron 3 of 23)	intron (NR_135490, intron 3 of 23)	-31441	NM_153759	1788		NM_022552	ENSG00000119772	DNMT3A	DNMT3A2|HESJAS|M.HsaIIIA|TBRS	DNA methyltransferase 3 alpha	protein-coding
*-301	chr6	37438048	37518751	+	0	NA	intron (NM_015050, intron 21 of 23)	intron (NM_015050, intron 21 of 23)	21494	NM_138493	154467		NM_138493	ENSG00000198937	CCDC167	C6orf129|HSPC265	coiled-coil domain containing 167	protein-coding
*-161	chr10	63699148	63724501	+	0	NA	Intergenic	Intergenic	-189934	NM_001322258	221037		NM_004241	ENSG00000171988	JMJD1C	KDM3C|TRIP-8|TRIP8	jumonji domain containing 1C	protein-coding
*-270	chr1	70208998	70254351	+	0	NA	intron (NM_001350612, intron 3 of 13)	intron (NM_001350612, intron 3 of 13)	10294	NM_001350612	9295		NM_004768	ENSG00000116754	SRSF11	NET2|SFRS11|dJ677H15.2|p54	serine and arginine rich splicing factor 11	protein-coding
*-225	chr20	10215348	10314501	+	0	NA	intron (NM_001322909, intron 2 of 8)	Alu|SINE|Alu	-45418	NR_040710	100131208		NR_040710	ENSG00000227906	SNAP25-AS1	-	SNAP25 antisense RNA 1	ncRNA
*-278	chr1	165832948	165904751	+	0	NA	intron (NM_012474, intron 1 of 6)	Tigger1|DNA|TcMar-Tigger	-39072	NR_037431	100500832		NR_037431	ENSG00000283936	MIR3658	-	microRNA 3658	ncRNA
*-322	chr13	91134648	91169051	+	0	NA	intron (NR_047004, intron 2 of 3)	intron (NR_047004, intron 2 of 3)	59849	NR_047004	100874150		NR_047004		LINC00379	-	long intergenic non-protein coding RNA 379	ncRNA
*-281	chr1	213991499	214043751	+	0	NA	intron (NM_001270616, intron 4 of 4)	intron (NM_001270616, intron 4 of 4)	29092	NM_002763	5629		NM_002763	ENSG00000117707	PROX1	-	prospero homeobox 1	protein-coding
*-259	chr1	7450148	7595801	+	0	NA	intron (NM_001349608, intron 5 of 21)	AluSq|SINE|Alu	-133220	NR_146201	102725193		NR_146199	ENSG00000237728	CAMTA1-AS2	-	CAMTA1 antisense RNA 2	ncRNA
*-12	chr11	8193148	8260877	+	0	NA	non-coding (NR_073006, exon 3 of 4)	non-coding (NR_073006, exon 3 of 4)	36866	NR_073006	4004		NM_002315	ENSG00000166407	LMO1	RBTN1|RHOM1|TTG1	LIM domain only 1	protein-coding
*-103	chr2	121553648	121646475	+	0	NA	intron (NM_001142274, intron 2 of 37)	intron (NM_001142274, intron 2 of 37)	49401	NM_001378003	23332		NM_015282	ENSG00000074054	CLASP1	MAST1	cytoplasmic linker associated protein 1	protein-coding
*-172	chr10	88191798	88229101	+	0	NA	Intergenic	Intergenic	346824	NM_000314	5728		NM_000314	ENSG00000171862	PTEN	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|PTENbeta|TEP1	phosphatase and tensin homolog	protein-coding
*-37	chr17	55429248	55453751	+	0	NA	Intergenic	MER5A1|DNA|hAT-Charlie	-19664	NM_012329	23531		NM_012329	ENSG00000108960	MMD	MMA|MMD1|PAQR11	monocyte to macrophage differentiation associated	protein-coding
*-126	chr3	8605398	8664301	+	0	NA	intron (NR_046358, intron 3 of 12)	intron (NR_046358, intron 3 of 12)	9949	NM_001256748	51066		NM_015931	ENSG00000125046	SSUH2	C3orf32|SSU-2|fls485	ssu-2 homolog	protein-coding
*-97	chr2	45738248	45862401	+	0	NA	intron (NM_005400, intron 1 of 14)	intron (NM_005400, intron 1 of 14)	148649	NM_005400	5581		NM_005400	ENSG00000171132	PRKCE	PKCE|nPKC-epsilon	protein kinase C epsilon	protein-coding
*-88	chr2	3092298	3156551	+	0	NA	intron (NR_110228, intron 3 of 6)	intron (NR_110228, intron 3 of 6)	1602	NR_110228	101927554		NR_110228	ENSG00000234423	LINC01250	-	long intergenic non-protein coding RNA 1250	ncRNA
*-101	chr2	105794698	105825551	+	0	NA	intron (NM_001004722, intron 1 of 3)	intron (NM_001004722, intron 1 of 3)	-41723	NM_001004720	8440		NM_003581	ENSG00000071051	NCK2	GRB4|NCKbeta	NCK adaptor protein 2	protein-coding
