PeakID (cmd=annotatePeaks.pl /home/abykov/neuroblastoma/temp_results/BEDs/CLB_SKN_M_u_chr.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
*-209	chr3	100001948	100049201	+	0	NA	intron (NM_182909, intron 1 of 5)	intron (NM_182909, intron 1 of 5)	-61176	NR_037486	100500859		NR_037486	ENSG00000264897	MIR3921	-	microRNA 3921	ncRNA
*-195	chr9	129931748	129999401	+	0	NA	intron (NM_001363755, intron 4 of 15)	intron (NM_001363755, intron 4 of 15)	77615	NM_001363755	23048		NM_015033	ENSG00000187239	FNBP1	FBP17	formin binding protein 1	protein-coding
*-259	chr6	11160048	11236601	+	0	NA	TTS (NM_182966)	TTS (NM_182966)	34344	NM_006403	4739		NM_006403	ENSG00000111859	NEDD9	CAS-L|CAS2|CASL|CASS2|HEF1	neural precursor cell expressed, developmentally down-regulated 9	protein-coding
*-249	chr14	75820598	75887251	+	0	NA	intron (NM_015072, intron 28 of 31)	AluSz|SINE|Alu	128071	NM_001329938	7043		NM_003239	ENSG00000119699	TGFB3	ARVD|ARVD1|LDS5|RNHF|TGF-beta3	transforming growth factor beta 3	protein-coding
*-93	chr1	39102248	39486501	+	0	NA	intron (NM_012090, intron 17 of 92)	intron (NM_012090, intron 17 of 92)	-114699	NM_015038	23499		NM_012090	ENSG00000127603	MACF1	ABP620|ACF7|KIAA0754|LIS9|Lnc-PMIF|MACF|OFC4	microtubule actin crosslinking factor 1	protein-coding
*-219	chr3	152272625	152467151	+	0	NA	intron (NM_001376837, intron 2 of 9)	L1PA7|LINE|L1	-28898	NR_132656	645843		NM_001123228	ENSG00000293032	TMEM14EP	TMEM14E	transmembrane protein 14E, pseudogene	pseudo
*-274	chr6	151242997	151296801	+	0	NA	intron (NM_005100, intron 2 of 4)	L1MB8|LINE|L1	29932	NM_005100	9590		NM_005100	ENSG00000131016	AKAP12	AKAP250|SSeCKS	A-kinase anchoring protein 12	protein-coding
*-332	chr8	101125248	101202731	+	0	NA	Intergenic	MLT1H2|LTR|ERVL-MaLR	6250	NR_164368	115830329		NR_164368	ENSG00000261087	ZNNT1	-	ZNF706 neighboring transcript 1	ncRNA
*-71	chr5	17220559	17262401	+	0	NA	intron (NM_006317, intron 1 of 1)	MIR|SINE|MIR	23849	NM_006317	10409		NM_006317	ENSG00000176788	BASP1	CAP-23|CAP23|NAP-22|NAP22	brain abundant membrane attached signal protein 1	protein-coding
*-225	chr3	172044198	172186201	+	0	NA	intron (NM_022763, intron 2 of 25)	intron (NM_022763, intron 2 of 25)	74668	NM_001135095	64778		NM_022763	ENSG00000075420	FNDC3B	FAD104|PRO4979|YVTM2421	fibronectin type III domain containing 3B	protein-coding
*-111	chr1	172341848	172363501	+	0	NA	intron (NM_015569, intron 17 of 20)	MamGypsy2-I|LTR|Gypsy	-68011	NM_139240	92346		NM_139240	ENSG00000180999	C1orf105	-	chromosome 1 open reading frame 105	protein-coding
*-58	chr11	85947548	86047801	+	0	NA	intron (NM_007166, intron 11 of 19)	AluSx|SINE|Alu	71410	NM_001008660	8301		NM_007166	ENSG00000073921	PICALM	CALM|CLTH|LAP	phosphatidylinositol binding clathrin assembly protein	protein-coding
*-74	chr5	65100548	65248151	+	0	NA	intron (NM_197941, intron 22 of 24)	Harlequin-int|LTR|ERV1	307571	NM_197941	11174		NM_014273	ENSG00000049192	ADAMTS6	ADAM-TS 6|ADAM-TS6|ADAMTS-6	ADAM metallopeptidase with thrombospondin type 1 motif 6	protein-coding
*-75	chr5	69237793	69296951	+	0	NA	intron (NR_136690, intron 7 of 10)	AluSz6|SINE|Alu	32486	NR_136690	1022		NM_001799	ENSG00000134058	CDK7	CAK|CAK1|CDKN7|HCAK|MO15|STK1|p39MO15	cyclin dependent kinase 7	protein-coding
*-151	chr2	207219698	207261451	+	0	NA	intron (NR_110283, intron 1 of 3)	intron (NR_110283, intron 1 of 3)	763	NR_146555	105373853		NR_146555	ENSG00000229647	MYOSLID	-	myocardin-induced smooth muscle lncRNA, inducer of differentiation	ncRNA
*-141	chr2	108537353	108599501	+	0	NA	intron (NM_001371495, intron 1 of 10)	L1MB2|LINE|L1	-2278	NM_001371498	3987		NM_004987	ENSG00000169756	LIMS1	PINCH|PINCH-1|PINCH1	LIM zinc finger domain containing 1	protein-coding
*-83	chr5	150008298	150066101	+	0	NA	intron (NM_001366501, intron 11 of 18)	intron (NM_001366501, intron 11 of 18)	36460	NM_014983	22993		NM_014983	ENSG00000113716	HMGXB3	HMGX3|SMF	HMG-box containing 3	protein-coding
*-92	chr1	36231048	36302301	+	0	NA	intron (NM_001321471, intron 3 of 12)	intron (NM_001321471, intron 3 of 12)	-39694	NM_001162530	79729		NM_024676	ENSG00000214193	SH3D21	C1orf113	SH3 domain containing 21	protein-coding
*	chr4	24526248	24572351	+	0	NA	intron (NM_001358, intron 5 of 13)	intron (NM_001358, intron 5 of 13)	-29009	NR_030299	693158		NR_030299	ENSG00000207697	MIR573	MIRN573|hsa-mir-573|mir-573	microRNA 573	ncRNA
*-49	chr11	12113574	12239701	+	0	NA	intron (NR_144415, intron 2 of 26)	L1MB3|LINE|L1	12954	NR_106739	102466906		NR_106739	ENSG00000275373	MIR6124	hsa-mir-6124	microRNA 6124	ncRNA
*-216	chr3	134457098	134482731	+	0	NA	Intergenic	Intergenic	-15810	NM_001353109	80254		NM_025180	ENSG00000182923	CEP63	SCKL6	centrosomal protein 63	protein-coding
*-235	chr7	80824648	80911651	+	0	NA	intron (NM_001350120, intron 2 of 17)	intron (NM_001350120, intron 2 of 17)	50902	NM_006379	10512		NM_006379	ENSG00000075223	SEMA3C	SEMAE|SemE	semaphorin 3C	protein-coding
*-204	chr3	57998248	58175901	+	0	NA	intron (NM_001164319, intron 4 of 44)	AluSc|SINE|Alu	78652	NM_001164319	2317		NM_001457	ENSG00000136068	FLNB	ABP-278|ABP-280|AOI|FH1|FLN-B|FLN1L|LRS1|SCT|TABP|TAP	filamin B	protein-coding
*-118	chr1	202551448	202591201	+	0	NA	intron (NM_032103, intron 11 of 11)	intron (NM_032103, intron 11 of 11)	31210	NM_001197131	4660		NM_002481	ENSG00000077157	PPP1R12B	MYPT2|PP1bp55	protein phosphatase 1 regulatory subunit 12B	protein-coding
*-16	chr4	122757698	122799301	+	0	NA	Intergenic	Tigger1|DNA|TcMar-Tigger	45795	NM_152618	166379		NM_152618	ENSG00000181004	BBS12	C4orf24	Bardet-Biedl syndrome 12	protein-coding
*-117	chr1	198153498	198299701	+	0	NA	intron (NM_133494, intron 1 of 9)	intron (NM_133494, intron 1 of 9)	69601	NM_133494	140609		NM_133494	ENSG00000151414	NEK7	-	NIMA related kinase 7	protein-coding
*-322	chr8	38891898	38939851	+	0	NA	intron (NM_021623, intron 1 of 11)	L1MA2|LINE|L1	14528	NM_021623	59339		NM_021623	ENSG00000169499	PLEKHA2	TAPP2	pleckstrin homology domain containing A2	protein-coding
*-82	chr5	147471148	147507055	+	0	NA	intron (NM_001197294, intron 1 of 13)	intron (NM_001197294, intron 1 of 13)	20967	NM_001197294	1809		NM_001387	ENSG00000113657	DPYSL3	CRMP-4|CRMP4|DRP-3|DRP3|LCRMP|ULIP|ULIP-1	dihydropyrimidinase like 3	protein-coding
*-280	chr20	45013748	45105201	+	0	NA	intron (NM_001352385, intron 11 of 11)	MER44C|DNA|TcMar-Tigger	41653	NM_001322799	3787		NM_002251	ENSG00000124134	KCNS1	Kv9.1	potassium voltage-gated channel modifier subfamily S member 1	protein-coding
*-256	chr22	36295898	36399251	+	0	NA	intron (NM_002473, intron 2 of 40)	AluJr|SINE|Alu	40393	NM_002473	4627		NM_002473	ENSG00000100345	MYH9	BDPLT6|DFNA17|EPSTS|FTNS|MATINS|MHA|NMHC-II-A|NMMHC-IIA|NMMHCA	myosin heavy chain 9	protein-coding
*-246	chr14	51635548	51730301	+	0	NA	intron (NM_001267046, intron 1 of 13)	MLT1K|LTR|ERVL-MaLR	31014	NM_152330	122786		NM_152330	ENSG00000139926	FRMD6	C14orf31|EX1|Willin|c14_5320	FERM domain containing 6	protein-coding
*-158	chr13	45177148	45292701	+	0	NA	intron (NM_004128, intron 5 of 7)	AluSp|SINE|Alu	-33879	NM_198404	386618		NM_198404	ENSG00000180332	KCTD4	bA321C24.3	potassium channel tetramerization domain containing 4	protein-coding
*-148	chr2	189366698	189413601	+	0	NA	Intergenic	Intergenic	-51284	NM_001303096	84128		NM_032168	ENSG00000115368	WDR75	NET16|UTP17	WD repeat domain 75	protein-coding
*-147	chr2	189203448	189299101	+	0	NA	Intergenic	Intergenic	-71513	NM_000393	1290		NM_000393	ENSG00000204262	COL5A2	EDSC|EDSCL2	collagen type V alpha 2 chain	protein-coding
*-157	chr13	32021848	32064001	+	0	NA	intron (NM_023037, intron 1 of 60)	MLT1L|LTR|ERVL-MaLR	11150	NM_023037	10129		NM_023037	ENSG00000073910	FRY	13CDNA73|214K23.2|C13orf14|CG003|bA207N4.2|bA37E23.1	FRY microtubule binding protein	protein-coding
*-244	chr14	50984348	51025351	+	0	NA	intron (NM_015163, intron 5 of 9)	intron (NM_015163, intron 5 of 9)	-60366	NM_001163940	5836		NM_002863	ENSG00000100504	PYGL	GSD6	glycogen phosphorylase L	protein-coding
*-254	chr22	31207298	31254601	+	0	NA	intron (NM_005569, intron 2 of 15)	MIR|SINE|MIR	-17435	NM_001031801	3985		NM_005569	ENSG00000182541	LIMK2	-	LIM domain kinase 2	protein-coding
*-28	chr12	50150598	50219704	+	0	NA	intron (NM_001113547, intron 6 of 7)	intron (NM_001113547, intron 6 of 7)	16382	NM_001243775	51474		NM_016357	ENSG00000050405	LIMA1	EPLIN|LDLCQ8|SREBP3	LIM domain and actin binding 1	protein-coding
*-160	chr13	49061898	49143101	+	0	NA	intron (NM_001079673, intron 3 of 25)	Tigger20a|DNA|TcMar-Tigger	-7818	NM_014923	22862		NM_014923	ENSG00000102531	FNDC3A	FNDC3|HUGO|bA203I16.1|bA203I16.5	fibronectin type III domain containing 3A	protein-coding
*-77	chr5	95710248	95802001	+	0	NA	intron (NM_014899, intron 6 of 11)	L1MB3|LINE|L1	-24022	NM_001349303	83890		NM_031952	ENSG00000145757	SPATA9	NYD-SP16	spermatogenesis associated 9	protein-coding
*-108	chr1	162956398	162998851	+	0	NA	Intergenic	LTR85c|LTR|Gypsy?	-90982	NM_001102445	5999		NM_005613	ENSG00000117152	RGS4	RGP4|SCZD9	regulator of G protein signaling 4	protein-coding
*-214	chr3	123595048	123881301	+	0	NA	intron (NM_053027, intron 7 of 32)	MIRb|SINE|MIR	48530	NR_046629	100873940		NR_046629	ENSG00000250174	MYLK-AS2	-	MYLK antisense RNA 2	ncRNA
*-206	chr3	81722148	81765851	+	0	NA	intron (NM_000158, intron 1 of 15)	intron (NM_000158, intron 1 of 15)	17646	NM_000158	2632		NM_000158	ENSG00000114480	GBE1	APBD|GBE|GSD4	1,4-alpha-glucan branching enzyme 1	protein-coding
*-107	chr1	162625448	162723901	+	0	NA	intron (NM_001354983, intron 2 of 17)	intron (NM_001354983, intron 2 of 17)	42210	NM_001014796	4921		NM_006182	ENSG00000162733	DDR2	MIG20a|NTRKR3|TKT|TYRO10|WRCN	discoidin domain receptor tyrosine kinase 2	protein-coding
*-171	chr17	45287498	45322351	+	0	NA	intron (NM_003954, intron 1 of 15)	MIRb|SINE|MIR	12096	NM_003954	9020		NM_003954	ENSG00000006062	MAP3K14	FTDCR1B|HS|HSNIK|IMD112|NIK	mitogen-activated protein kinase kinase kinase 14	protein-coding
*-279	chr20	35854498	35904351	+	0	NA	intron (NM_016436, intron 9 of 17)	intron (NM_016436, intron 9 of 17)	75078	NM_033630	51282		NM_016558	ENSG00000171222	SCAND1	RAZ1|SDP1	SCAN domain containing 1	protein-coding
*-123	chr1	218449848	218501551	+	0	NA	intron (NR_031644, intron 2 of 6)	intron (NR_031644, intron 2 of 6)	33073	NR_125715	103611157		NR_125715	ENSG00000281453	TGFB2-OT1	-	TGFB2 overlapping transcript 1	ncRNA
*-76	chr5	76488248	76543601	+	0	NA	intron (NM_006633, intron 2 of 35)	AluJb|SINE|Alu	-31485	NM_001285460	10788		NM_006633	ENSG00000145703	IQGAP2	-	IQ motif containing GTPase activating protein 2	protein-coding
*-170	chr17	45064297	45129532	+	0	NA	intron (NM_021079, intron 5 of 11)	intron (NM_021079, intron 5 of 11)	17519	NR_106842	102465470		NR_106842	ENSG00000277249	MIR6784	hsa-mir-6784	microRNA 6784	ncRNA
*-161	chr13	99279298	99337501	+	0	NA	promoter-TSS (NM_004951)	promoter-TSS (NM_004951)	-1000	NM_004951	1880		NM_004951	ENSG00000169508	GPR183	EBI2|hEBI2	G protein-coupled receptor 183	protein-coding
*-269	chr6	113344348	113414701	+	0	NA	Intergenic	Intergenic	53923	NR_149098	105377957		NR_149098	ENSG00000232316	LINC02518	-	long intergenic non-protein coding RNA 2518	ncRNA
*-309	chr15	90391239	90424151	+	0	NA	intron (NM_003870, intron 2 of 37)	intron (NM_003870, intron 2 of 37)	19453	NM_003870	8826		NM_003870	ENSG00000140575	IQGAP1	HUMORFA01|SAR1|p195	IQ motif containing GTPase activating protein 1	protein-coding
*-319	chr8	13075348	13130299	+	0	NA	exon (NM_001348081, exon 8 of 18)	exon (NM_001348081, exon 8 of 18)	13421	NM_001164271	10395		NM_006094	ENSG00000164741	DLC1	ARHGAP7|HP|STARD12|p122-RhoGAP	DLC1 Rho GTPase activating protein	protein-coding
*-189	chr9	112010898	112082301	+	0	NA	intron (NM_001282640, intron 15 of 17)	intron (NM_001282640, intron 15 of 17)	114499	NR_039814	100616114		NR_039814	ENSG00000266315	MIR4668	mir-4668	microRNA 4668	ncRNA
*-293	chr10	77476898	77545051	+	0	NA	intron (NM_001322836, intron 1 of 27)	intron (NM_001322836, intron 1 of 27)	126834	NM_001271519	3778		NM_002247	ENSG00000156113	KCNMA1	BKTM|CADEDS|IEG16|KCa1.1|LIWAS|MaxiK|PNKD3|SAKCA|SLO|SLO-ALPHA|SLO1|bA205K10.1|hSlo|mSLO1	potassium calcium-activated channel subfamily M alpha 1	protein-coding
*-4	chr4	76579198	76609551	+	0	NA	intron (NM_020859, intron 2 of 10)	L2b|LINE|L2	18823	NR_039655	100616254		NR_039655	ENSG00000283682	MIR548AH	-	microRNA 548ah	ncRNA
*-62	chr11	95983998	96338436	+	0	NA	intron (NM_032427, intron 1 of 4)	intron (NM_032427, intron 1 of 4)	-180221	NR_036125	100422991		NR_036125	ENSG00000266192	MIR1260B	mir-1260b	microRNA 1260b	ncRNA
*-17	chr4	122829706	122915251	+	0	NA	intron (NM_001361665, intron 1 of 2)	L1PA10|LINE|L1	45647	NM_001361665	2247		NM_002006	ENSG00000138685	FGF2	BFGF|FGF-2|FGFB|HBGF-2	fibroblast growth factor 2	protein-coding
*-325	chr8	53942448	53966801	+	0	NA	intron (NM_170587, intron 5 of 5)	AluSq2|SINE|Alu	67824	NR_109901	6917		NM_006756	ENSG00000187735	TCEA1	GTF2S|SII|TCEA|TF2S|TFIIS	transcription elongation factor A1	protein-coding
*-232	chr3	196742855	196810951	+	0	NA	intron (NM_002577, intron 1 of 14)	Charlie1a|DNA|hAT-Charlie	37046	NM_002577	5062		NM_002577	ENSG00000180370	PAK2	KNO2|PAK65|PAKgamma	p21 (RAC1) activated kinase 2	protein-coding
*-281	chr20	50894998	50936551	+	0	NA	intron (NM_001347511, intron 1 of 4)	intron (NM_001347511, intron 1 of 4)	-5983	NM_001282532	23394		NM_015339	ENSG00000101126	ADNP	ADNP1|HVDAS|MRD28	activity dependent neuroprotector homeobox	protein-coding
*-264	chr6	42182048	42231451	+	0	NA	TTS (NM_018141)	TTS (NM_018141)	11112	NM_018141	55173		NM_018141	ENSG00000048544	MRPS10	MRP-S10|PNAS-122|uS10m	mitochondrial ribosomal protein S10	protein-coding
*-110	chr1	164703498	164782451	+	0	NA	intron (NM_001353131, intron 2 of 7)	intron (NM_001353131, intron 2 of 7)	31667	NR_038072	100505795		NR_038072	ENSG00000233693	PBX1-AS1	-	PBX1 antisense RNA 1	ncRNA
*-63	chr11	108869498	108930201	+	0	NA	intron (NM_004398, intron 16 of 17)	AluSq|SINE|Alu	234780	NM_004398	1662		NM_004398	ENSG00000178105	DDX10	Dbp4|HRH-J8	DEAD-box helicase 10	protein-coding
*-10	chr4	102787948	102822859	+	0	NA	intron (NM_003340, intron 4 of 7)	intron (NM_003340, intron 4 of 7)	20457	NM_001300795	7323		NM_003340	ENSG00000109332	UBE2D3	E2(17)KB3|UBC4/5|UBCH5C	ubiquitin conjugating enzyme E2 D3	protein-coding
*-222	chr3	170688548	170768951	+	0	NA	intron (NR_135556, intron 4 of 5)	intron (NR_135556, intron 4 of 5)	141446	NR_135259	200916		NM_001099645	ENSG00000163584	RPL22L1	-	ribosomal protein L22 like 1	protein-coding
*-288	chr10	33192198	33328451	+	0	NA	intron (NM_001244973, intron 4 of 16)	intron (NM_001244973, intron 4 of 16)	74343	NM_001330068	8829		NM_003873	ENSG00000099250	NRP1	BDCA4|CD304|NP1|NRP|VEGF165R	neuropilin 1	protein-coding
*-140	chr2	75586548	75607951	+	0	NA	Intergenic	AluY|SINE|Alu	-27530	NM_032181	84141		NM_032181	ENSG00000115363	EVA1A	FAM176A|TMEM166	eva-1 homolog A, regulator of programmed cell death	protein-coding
*-186	chr9	94767248	94813751	+	0	NA	intron (NM_001193329, intron 2 of 15)	intron (NM_001193329, intron 2 of 15)	-19463	NR_031755	100313780		NR_031755	ENSG00000252153	MIR2278	mir-2278	microRNA 2278	ncRNA
*-150	chr2	201627948	201656951	+	0	NA	intron (NM_001044385, intron 1 of 11)	CpG	221	NM_152388	65062		NM_152388	ENSG00000155755	TMEM237	ALS2CR4|JBTS14	transmembrane protein 237	protein-coding
*-335	chr21	25306248	25344901	+	0	NA	Intergenic	L1MEa|LINE|L1	106127	NR_024027	54072		NM_058184	ENSG00000185433	LINC00158	C21orf42|NCRNA00158	long intergenic non-protein coding RNA 158	ncRNA
*-316	chr16	57167698	57204351	+	0	NA	promoter-TSS (NM_001354080)	promoter-TSS (NM_001354080)	15	NM_001354083	80011		NM_024946	ENSG00000172775	PSME3IP1	C16orf94|CDA018|CDA10|FAM192A|NIP30|PIP30	proteasome activator subunit 3 interacting protein 1	protein-coding
*-304	chr15	48524198	48642787	+	0	NA	intron (NM_000138, intron 6 of 65)	intron (NM_000138, intron 6 of 65)	62217	NM_000138	2200		NM_000138	ENSG00000166147	FBN1	ACMICD|ECTOL1|FBN|GPHYSD2|MASS|MFLS|MFS1|OCTD|SGS|SSKS|WMS|WMS2	fibrillin 1	protein-coding
*-287	chr10	31999448	32053442	+	0	NA	intron (NM_004521, intron 15 of 25)	AluY|SINE|Alu	29980	NM_004521	3799		NM_004521	ENSG00000170759	KIF5B	HEL-S-61|KINH|KNS|KNS1|UKHC	kinesin family member 5B	protein-coding
*-184	chr9	37921498	37979401	+	0	NA	intron (NM_003028, intron 4 of 5)	intron (NM_003028, intron 4 of 5)	-46096	NR_024872	92014		NM_033412	ENSG00000122696	SLC25A51	CG7943|MCART1	solute carrier family 25 member 51	protein-coding
*-14	chr4	114224048	114284551	+	0	NA	Intergenic	L1PA17|LINE|L1	-274652	NM_001354210	79642		NM_024590	ENSG00000180801	ARSJ	ASJ	arylsulfatase family member J	protein-coding
*-314	chr16	24970048	25012377	+	0	NA	intron (NM_018054, intron 1 of 18)	intron (NM_018054, intron 1 of 18)	24157	NM_001006634	55114		NM_018054	ENSG00000140750	ARHGAP17	MST066|MST110|MSTP038|MSTP066|MSTP110|NADRIN|PP367|PP4534|RICH-1|RICH1|WBP15	Rho GTPase activating protein 17	protein-coding
*-306	chr15	60342848	60472801	+	0	NA	Intergenic	Intergenic	-9838	NM_001136015	302		NM_004039	ENSG00000182718	ANXA2	ANX2|ANX2L4|CAL1H|HEL-S-270|LIP2|LPC2|LPC2D|P36|PAP-IV	annexin A2	protein-coding
*-133	chr2	62709895	62829051	+	0	NA	intron (NM_001142616, intron 4 of 22)	L1PREC2|LINE|L1	62576	NM_001354217	23301		NM_015252	ENSG00000115504	EHBP1	HPC12|NACSIN	EH domain binding protein 1	protein-coding
*-15	chr4	114316248	114367701	+	0	NA	Intergenic	Intergenic	-256428	NM_001322113	7368		NM_003360	ENSG00000174607	UGT8	CGT|UGT4	UDP glycosyltransferase 8	protein-coding
*-266	chr6	56638798	56774401	+	0	NA	intron (NM_001144770, intron 3 of 94)	MER1B|DNA|hAT-Charlie	-63710	NM_001723	667		NM_001723	ENSG00000151914	DST	BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBS3|EBSB2|HSAN6|MACF2	dystonin	protein-coding
*-168	chr17	31563898	31604151	+	0	NA	Intergenic	L1ME1|LINE|L1	8613	NR_029856	100126356		NR_029856	ENSG00000283978	MIR365B	MIR365-2|MIRN365-2|hsa-mir-365b|mir-365b	microRNA 365b	ncRNA
*-38	chr12	103933498	103987201	+	0	NA	Intergenic	AluSx|SINE|Alu	-3134	NM_001135570	728568		NM_001135570	ENSG00000204954	UQCC6	BR|BRAWNIN|C12orf73	ubiquinol-cytochrome c reductase complex assembly factor 6	protein-coding
*-100	chr1	86739148	86795951	+	0	NA	Intergenic	Intergenic	62973	NM_016009	51100		NM_016009	ENSG00000097033	SH3GLB1	Bif-1|CGI-61|PPP1R70|dJ612B15.2	SH3 domain containing GRB2 like, endophilin B1	protein-coding
*-167	chr17	31232598	31278401	+	0	NA	intron (NM_001042492, intron 31 of 57)	intron (NM_001042492, intron 31 of 57)	41740	NM_002544	4974		NM_002544	ENSG00000126861	OMG	OMGP	oligodendrocyte myelin glycoprotein	protein-coding
*-11	chr4	112883598	112910451	+	0	NA	intron (NM_001354261, intron 1 of 44)	intron (NM_001354261, intron 1 of 44)	36037	NM_001354264	287		NM_001148	ENSG00000145362	ANK2	ANK-2|CFAP87|FAP87|LQT4|brank-2	ankyrin 2	protein-coding
*-192	chr9	124251598	124307001	+	0	NA	intron (NM_001166168, intron 1 of 9)	AluSz|SINE|Alu	-12672	NM_001166170	10783		NM_014397	ENSG00000119408	NEK6	SID6-1512	NIMA related kinase 6	protein-coding
*-185	chr9	37992698	38066212	+	0	NA	intron (NM_003028, intron 1 of 5)	MIR|SINE|MIR	39772	NM_003028	6461		NM_003028	ENSG00000107338	SHB	bA3J10.2	SH2 domain containing adaptor protein B	protein-coding
*-65	chr11	111718148	111751501	+	0	NA	intron (NM_181700, intron 13 of 13)	intron (NM_181700, intron 13 of 13)	31565	NM_181699	5519		NM_002716	ENSG00000137713	PPP2R1B	PP2A-Abeta|PR65B	protein phosphatase 2 scaffold subunit Abeta	protein-coding
*-3	chr4	69746948	69803551	+	0	NA	Intergenic	Intergenic	-14629	NM_014465	27284		NM_014465	ENSG00000173597	SULT1B1	ST1B1|ST1B2|SULT1B2	sulfotransferase family 1B member 1	protein-coding
*-64	chr11	111517783	111567101	+	0	NA	intron (NM_001258390, intron 2 of 7)	intron (NM_001258390, intron 2 of 7)	1722	NM_178834	143903		NM_178834	ENSG00000204381	LAYN	-	layilin	protein-coding
*-315	chr16	50180848	50235851	+	0	NA	intron (NM_001040284, intron 2 of 12)	L3|LINE|CR1	55043	NM_001365324	64282		NM_022447	ENSG00000121274	TENT4B	PAPD5|TRF4-2|TUT3	terminal nucleotidyltransferase 4B	protein-coding
*-336	chr21	29148557	29233751	+	0	NA	Intergenic	Intergenic	-2340	NR_027072	193629		NM_138968	ENSG00000215533	LINC00189	C21orf109|NCRNA00189	long intergenic non-protein coding RNA 189	ncRNA
*-103	chr1	115296348	115335235	+	0	NA	intron (NM_002506, intron 1 of 2)	intron (NM_002506, intron 1 of 2)	22458	NM_002506	4803		NM_002506	ENSG00000134259	NGF	Beta-NGF|HSAN5|NGFB	nerve growth factor	protein-coding
*-61	chr11	86803238	86821251	+	0	NA	intron (NR_120591, intron 1 of 4)	intron (NR_120591, intron 1 of 4)	11702	NR_120592	11098		NM_007173	ENSG00000150687	PRSS23	SIG13|SPUVE|ZSIG13	serine protease 23	protein-coding
*-130	chr2	33129798	33170001	+	0	NA	intron (NM_001166265, intron 1 of 29)	intron (NM_001166265, intron 1 of 29)	15303	NM_001166264	4052		NM_000627	ENSG00000049323	LTBP1	ARCL2E	latent transforming growth factor beta binding protein 1	protein-coding
*-329	chr8	88101448	88148651	+	0	NA	intron (NM_005941, intron 4 of 9)	MLT1A|LTR|ERVL-MaLR	202434	NM_005941	4325		NM_005941	ENSG00000156103	MMP16	C8orf57|MMP-X2|MT-MMP2|MT-MMP3|MT3-MMP	matrix metallopeptidase 16	protein-coding
*-59	chr11	86578798	86637051	+	0	NA	intron (NR_147828, intron 2 of 14)	intron (NR_147828, intron 2 of 14)	64274	NM_001014811	10873		NM_006680	ENSG00000151376	ME3	NADP-ME	malic enzyme 3	protein-coding
*-60	chr11	86717798	86786451	+	0	NA	Intergenic	Intergenic	-38947	NM_001293180	11098		NM_007173	ENSG00000150687	PRSS23	SIG13|SPUVE|ZSIG13	serine protease 23	protein-coding
*-265	chr6	44654998	44669401	+	0	NA	Intergenic	MER20|DNA|hAT-Charlie	-110318	NR_134609	105375075		NR_134609		LOC105375075	-	uncharacterized LOC105375075	ncRNA
*-13	chr4	113897398	113976721	+	0	NA	intron (NM_001354211, intron 4 of 6)	intron (NM_001354211, intron 4 of 6)	42588	NM_001354211	79642		NM_024590	ENSG00000180801	ARSJ	ASJ	arylsulfatase family member J	protein-coding
*-143	chr2	138018898	138053301	+	0	NA	Intergenic	MLT1C|LTR|ERVL-MaLR	-65785	NR_135526	105373635		NR_135526		LINC01832	-	long intergenic non-protein coding RNA 1832	ncRNA
*-153	chr2	222904598	223003801	+	0	NA	Intergenic	Intergenic	93163	NM_001354159	2181		NM_004457	ENSG00000123983	ACSL3	ACS3|FACL3|LACS 3|LACS3|PRO2194	acyl-CoA synthetase long chain family member 3	protein-coding
*-334	chr8	140763498	140845851	+	0	NA	intron (NR_148036, intron 10 of 34)	intron (NR_148036, intron 10 of 34)	-72021	NR_029892	442893		NR_029892	ENSG00000254324	MIR151A	MIR151|MIRN151|hsa-mir-151|hsa-mir-151a	microRNA 151a	ncRNA
*-113	chr1	178096992	178139351	+	0	NA	intron (NM_170692, intron 1 of 17)	AluSq2|SINE|Alu	24067	NM_170692	9462		NM_004841	ENSG00000075391	RASAL2	NGAP	RAS protein activator like 2	protein-coding
*-305	chr15	51835398	51889201	+	0	NA	intron (NM_014547, intron 1 of 9)	intron (NM_014547, intron 1 of 9)	32646	NM_014547	29766		NM_014547	ENSG00000138594	TMOD3	UTMOD	tropomodulin 3	protein-coding
*-272	chr6	142353348	142419951	+	0	NA	intron (NM_020455, intron 6 of 25)	MER6|DNA|TcMar-Tigger	84642	NM_198569	57211		NM_020455	ENSG00000112414	ADGRG6	APG1|DREG|GPR126|LCCS9|PR126|PS1TP2|VIGR	adhesion G protein-coupled receptor G6	protein-coding
*-290	chr10	73993048	74146251	+	0	NA	intron (NM_014000, intron 2 of 21)	intron (NM_014000, intron 2 of 21)	71533	NM_003373	7414		NM_003373	ENSG00000035403	VCL	CMD1W|CMH15|HEL114|MV|MVCL|VINC	vinculin	protein-coding
*-96	chr1	59115548	59166001	+	0	NA	intron (NR_027120, intron 1 of 2)	intron (NR_027120, intron 1 of 2)	6033	NR_027120	729467		NR_027120	ENSG00000224609	HSD52	-	uncharacterized LOC729467	ncRNA
